entry_timeframe,alignment,window_minutes,events,mean_mfe_bps,median_mfe_bps,q25_mfe_bps,q75_mfe_bps,q90_mfe_bps,mean_mae_bps,median_mae_bps,q10_mae_bps,mean_terminal_return_bps,median_terminal_return_bps,terminal_win_rate,terminal_loss_rate,mean_time_to_mfe_minutes,median_time_to_mfe_minutes,target_25bps_hit_rate,target_25bps_median_hit_minutes,target_50bps_hit_rate,target_50bps_median_hit_minutes,target_100bps_hit_rate,target_100bps_median_hit_minutes,t25_s25_target_first_rate,t25_s25_stop_first_rate,t25_s25_resolved_events,t25_s25_resolved_target_win_rate,t50_s25_target_first_rate,t50_s25_stop_first_rate,t50_s25_resolved_events,t50_s25_resolved_target_win_rate,t50_s50_target_first_rate,t50_s50_stop_first_rate,t50_s50_resolved_events,t50_s50_resolved_target_win_rate,t100_s50_target_first_rate,t100_s50_stop_first_rate,t100_s50_resolved_events,t100_s50_resolved_target_win_rate,t100_s100_target_first_rate,t100_s100_stop_first_rate,t100_s100_resolved_events,t100_s100_resolved_target_win_rate
15m,DAILY_4H_1H_15M,15,446,31.539725378458353,19.39497925376843,7.169968046055741,40.96203386276143,72.71782701493201,-25.225322351502975,-15.634933935142481,-57.98297333662661,1.9806333976083057,-0.9820203719224097,0.4820627802690583,0.5134529147982063,6.948430493273543,6.0,0.4327354260089686,5.0,0.18834080717488788,7.5,0.04484304932735426,7.0,0.3542600896860987,0.2645739910313901,276,0.572463768115942,0.14798206278026907,0.31614349775784756,207,0.3188405797101449,0.17713004484304934,0.11883408071748879,132,0.5984848484848485,0.04035874439461883,0.13228699551569506,77,0.23376623376623376,0.04484304932735426,0.026905829596412557,32,0.625
15m,DAILY_4H_1H_15M,30,446,43.748573474003265,28.681056001009786,10.300698538256437,56.916739331108744,95.64921272087523,-37.24832695902471,-22.163197756477903,-93.51101506852422,0.39994936256384706,-1.4357661164809965,0.4798206278026906,0.515695067264574,13.522421524663677,12.0,0.547085201793722,7.0,0.29596412556053814,11.5,0.09417040358744394,17.0,0.4349775784753363,0.33856502242152464,345,0.5623188405797102,0.21973094170403587,0.4103139013452915,281,0.3487544483985765,0.2757847533632287,0.1905829596412556,208,0.5913461538461539,0.08520179372197309,0.23094170403587444,141,0.2695035460992908,0.09417040358744394,0.07399103139013453,75,0.56
15m,DAILY_4H_1H_15M,60,446,58.49776161828783,39.58463780099341,12.996980625151199,78.25939148069283,130.80431388892254,-52.51622110258153,-32.212217869085904,-123.67641885110802,-5.341213454895342,-6.88490169675593,0.4484304932735426,0.5493273542600897,24.80269058295964,22.0,0.6345291479820628,8.0,0.4013452914798206,16.0,0.1681614349775785,26.0,0.47757847533632286,0.40358744394618834,393,0.5419847328244275,0.27802690582959644,0.5089686098654709,351,0.35327635327635326,0.35874439461883406,0.2937219730941704,291,0.5498281786941581,0.15246636771300448,0.34977578475336324,224,0.30357142857142855,0.16591928251121077,0.14349775784753363,138,0.5362318840579711
15m,DAILY_4H_1H_15M,120,446,82.11158938697754,54.90638929858905,18.80933347150282,109.57721047423318,196.95809215493853,-73.85554517495133,-53.412631628358966,-162.29711914099443,2.6137877325130394,-7.816708964863417,0.4484304932735426,0.5493273542600897,52.17488789237668,42.0,0.7130044843049327,10.0,0.5291479820627802,26.0,0.2757847533632287,44.0,0.5134529147982063,0.4327354260089686,422,0.542654028436019,0.3430493273542601,0.5582959641255605,402,0.3805970149253731,0.45067264573991034,0.37668161434977576,369,0.5447154471544715,0.2242152466367713,0.47085201793721976,310,0.3225806451612903,0.2623318385650224,0.2242152466367713,217,0.5391705069124424
15m,DAILY_4H_1H_15M,240,446,120.82898572088331,78.4745568096179,31.031246683412284,165.2868988915568,280.16141536125974,-99.21716652896852,-72.1554206054198,-215.0819226537787,7.0034310803644635,-2.607728249284791,0.4798206278026906,0.5179372197309418,110.45739910313901,107.5,0.7914798206278026,11.0,0.6502242152466368,34.5,0.4125560538116592,84.5,0.531390134529148,0.4484304932735426,437,0.5423340961098398,0.3744394618834081,0.5896860986547086,430,0.3883720930232558,0.5112107623318386,0.40582959641255606,409,0.5574572127139364,0.30269058295964124,0.5448430493273543,378,0.35714285714285715,0.3632286995515695,0.31614349775784756,303,0.5346534653465347
15m,DAILY_ONLY,15,1633,24.83489962672962,14.21464108031234,5.898860317279375,34.0914873047371,59.72538534989846,-22.093979294798075,-14.635931211122166,-49.67857707192968,0.2714774658834998,-2.1732197600987657,0.46356399265156156,0.5315370483772198,6.594611145131659,5.0,0.32823025107164727,5.0,0.1359461114513166,7.0,0.03184323331292101,9.0,0.290263319044703,0.24862216778934476,880,0.5386363636363637,0.11696264543784446,0.28413962033067974,655,0.2916030534351145,0.13288426209430496,0.08818126148193509,361,0.6011080332409973,0.03061849357011635,0.09430496019595835,204,0.24509803921568626,0.03184323331292101,0.015921616656460504,78,0.6666666666666666
15m,DAILY_ONLY,30,1633,35.25682254343296,20.749279538905263,8.640155201597999,45.30067702110729,82.62967412160592,-31.31054592498905,-21.246458923511735,-71.6092725264894,0.06308533389938939,-2.588605544971978,0.46540110226576853,0.5315370483772198,13.275566442131048,12.0,0.4543784445805266,8.0,0.21800367421922842,12.0,0.065523576240049,16.0,0.3772198407838334,0.3404776484996938,1172,0.5255972696245734,0.17085119412124924,0.3998775260257195,932,0.29935622317596566,0.2063686466625842,0.16105327617881202,600,0.5616666666666666,0.06307409675443969,0.17942437232088182,396,0.2601010101010101,0.065523576240049,0.04654011022657685,183,0.5846994535519126
15m,DAILY_ONLY,60,1633,49.10982733023222,30.967329467412874,11.725715092201217,63.23907455012767,114.89096495128014,-44.16642991493629,-29.12347047445141,-104.15029675754138,-0.8286351191110167,-2.8141378554402685,0.4684629516227802,0.5266380894060012,25.925903245560317,23.0,0.5676668707899571,11.0,0.33006736068585424,19.0,0.12614819350887937,28.5,0.4396815676668708,0.4164115125535824,1398,0.5135908440629471,0.23637477036129823,0.5076546233925291,1215,0.3176954732510288,0.30067360685854255,0.25107164727495407,901,0.5449500554938956,0.11512553582363748,0.28046540110226575,646,0.29102167182662536,0.12308634415186773,0.09920391916717697,363,0.5537190082644629
15m,DAILY_ONLY,120,1633,68.90129322808309,43.29994607931154,16.524183831545525,89.29634480295378,162.73673823041523,-63.723112783696,-42.80718678403406,-145.42402733388758,1.0001614954236797,-3.823245331616709,0.46540110226576853,0.5321494182486222,52.15003061849357,46.0,0.6619718309859155,16.0,0.451316595223515,32.0,0.22106552357624004,50.0,0.4782608695652174,0.4580526638089406,1529,0.5107913669064749,0.29393753827311697,0.5793018983466014,1426,0.33660589060308554,0.39069197795468463,0.3533374157991427,1215,0.5251028806584362,0.18187385180649113,0.41334966319657074,972,0.3055555555555556,0.2106552357624005,0.1745254133496632,629,0.5468998410174881
15m,DAILY_ONLY,240,1633,98.89161808803063,64.07634628493585,25.181073580178293,128.38578362298404,229.50048348514593,-90.84133804134451,-61.2370860841549,-199.55403660083658,3.7154492762441786,-2.3047229791106627,0.4856093080220453,0.5119412124923454,106.22596448254745,97.0,0.7513778322106552,20.0,0.5793018983466014,46.0,0.3429271279853031,89.0,0.4960195958358849,0.48132271892222905,1596,0.5075187969924813,0.3214941824862217,0.6252296387017758,1546,0.3395860284605433,0.4482547458665034,0.42498469075321493,1426,0.5133239831697055,0.2467850581751378,0.5260257195345989,1262,0.3193343898573692,0.30679730557256585,0.28169014084507044,961,0.5213319458896982
15m,FULL_ALIGNMENT,15,422,31.648658919803456,18.862996682954545,7.100528809401152,40.96203386276143,73.3883742779416,-25.60350501738328,-16.699849442953774,-58.15261126483606,1.8483857102974453,-1.2277412684424949,0.47393364928909953,0.5213270142180095,6.931279620853081,6.0,0.42890995260663506,5.0,0.1895734597156398,7.5,0.04739336492890995,7.0,0.35071090047393366,0.2677725118483412,261,0.5670498084291188,0.14928909952606634,0.3175355450236967,197,0.3197969543147208,0.17772511848341233,0.12085308056872038,126,0.5952380952380952,0.04265402843601896,0.13507109004739337,75,0.24,0.04739336492890995,0.02843601895734597,32,0.625
15m,FULL_ALIGNMENT,30,422,44.18781739166564,28.169241129823995,10.300698538256437,57.4849057084692,99.0240574790343,-37.92555621816016,-22.51305624274169,-93.92078599622111,0.25834529860605315,-1.8189414085384437,0.47393364928909953,0.5213270142180095,13.637440758293838,13.0,0.5402843601895735,7.0,0.3009478672985782,12.0,0.0995260663507109,17.0,0.4265402843601896,0.3412322274881517,324,0.5555555555555556,0.22274881516587677,0.41232227488151657,268,0.35074626865671643,0.2796208530805687,0.19194312796208532,199,0.592964824120603,0.09004739336492891,0.23459715639810427,137,0.2773722627737226,0.0995260663507109,0.07582938388625593,74,0.5675675675675675
15m,FULL_ALIGNMENT,60,422,59.238386317653095,39.66398931258274,12.996980625151199,78.73761987524097,134.43318538638354,-52.80198338073407,-32.65966800437836,-123.41774446992792,-5.016174146843479,-7.438880971926132,0.44075829383886256,0.556872037914692,24.827014218009477,22.0,0.6303317535545023,8.0,0.4075829383886256,16.0,0.17298578199052134,26.0,0.46919431279620855,0.4099526066350711,371,0.5336927223719676,0.2796208530805687,0.5165876777251185,336,0.35119047619047616,0.36255924170616116,0.2938388625592417,277,0.5523465703971119,0.15639810426540285,0.35308056872037913,215,0.30697674418604654,0.17061611374407584,0.14691943127962084,134,0.5373134328358209
15m,FULL_ALIGNMENT,120,422,83.53261884267553,54.90638929858905,18.24278522476408,110.53367860957397,198.6581227159934,-74.05236473334243,-54.346634408297675,-159.7203098283002,3.922541655764018,-8.672582878881396,0.4431279620853081,0.5545023696682464,52.208530805687204,42.5,0.7109004739336493,10.0,0.5284360189573459,26.0,0.2843601895734597,45.0,0.504739336492891,0.44075829383886256,399,0.5338345864661654,0.33649289099526064,0.566350710900474,381,0.37270341207349084,0.44786729857819907,0.3815165876777251,350,0.54,0.22985781990521326,0.4786729857819905,299,0.32441471571906355,0.27014218009478674,0.22274881516587677,208,0.5480769230769231
15m,FULL_ALIGNMENT,240,422,122.15845211943733,78.4745568096179,30.64996422125099,168.67286135177127,284.1837719663894,-98.88082263959384,-72.80120380209308,-212.09254695509307,8.738493977592668,-3.2892363350273124,0.47393364928909953,0.523696682464455,109.84834123222748,107.0,0.7890995260663507,11.0,0.6516587677725119,33.0,0.4075829383886256,78.0,0.5213270142180095,0.45734597156398105,413,0.5326876513317191,0.36729857819905215,0.5995260663507109,408,0.3799019607843137,0.5071090047393365,0.41232227488151657,388,0.5515463917525774,0.2938388625592417,0.5521327014218009,357,0.3473389355742297,0.35545023696682465,0.3175355450236967,284,0.528169014084507
1h,DAILY_4H,15,168,29.580623160483235,18.591345040568363,6.807291567690887,37.21345850170865,70.72736627435638,-23.711288992025874,-17.444214031649416,-54.612017602296724,4.164861270028352,-0.6940158882506875,0.48214285714285715,0.5059523809523809,7.428571428571429,7.0,0.40476190476190477,6.0,0.17261904761904762,6.0,0.047619047619047616,10.5,0.38095238095238093,0.26785714285714285,109,0.5871559633027523,0.15476190476190477,0.30952380952380953,78,0.3333333333333333,0.17261904761904762,0.11904761904761904,49,0.5918367346938775,0.047619047619047616,0.125,29,0.27586206896551724,0.047619047619047616,0.017857142857142856,11,0.7272727272727273
1h,DAILY_4H,30,168,40.759848780940736,25.152917245018223,10.922236331878388,49.83051993575849,97.87386787688607,-30.800626323684156,-25.302388695909173,-64.11109687354899,5.332042938288687,-2.0848576845372557,0.48214285714285715,0.5178571428571429,13.583333333333334,12.0,0.5059523809523809,7.0,0.25,11.0,0.10119047619047619,16.0,0.44047619047619047,0.39880952380952384,141,0.524822695035461,0.20238095238095238,0.48214285714285715,115,0.2956521739130435,0.23214285714285715,0.16071428571428573,66,0.5909090909090909,0.08928571428571429,0.17857142857142858,45,0.3333333333333333,0.10119047619047619,0.023809523809523808,21,0.8095238095238095
1h,DAILY_4H,60,168,59.846657719509324,31.650376268438364,12.880249294736078,77.40609917351927,133.75291766880025,-43.007688600580046,-33.39516376912488,-90.14422050618366,13.351157349632826,-1.244954545410737,0.4880952380952381,0.5059523809523809,25.791666666666668,25.5,0.6011904761904762,9.0,0.35714285714285715,17.0,0.17857142857142858,28.0,0.47023809523809523,0.42857142857142855,151,0.5231788079470199,0.23809523809523808,0.5595238095238095,134,0.29850746268656714,0.32142857142857145,0.27380952380952384,100,0.54,0.15476190476190477,0.30357142857142855,77,0.33766233766233766,0.17857142857142858,0.07738095238095238,43,0.6976744186046512
1h,DAILY_4H,120,168,87.93267414929373,42.68314004782225,17.6014194440971,101.63219759100117,243.20895301558124,-61.50803051449735,-46.75102985028712,-143.29352419955242,17.85523048655263,-5.298090108818987,0.4523809523809524,0.5416666666666666,51.351190476190474,42.0,0.7083333333333334,11.0,0.44642857142857145,25.0,0.25595238095238093,37.0,0.49404761904761907,0.4523809523809524,159,0.5220125786163522,0.26785714285714285,0.6071428571428571,147,0.30612244897959184,0.36904761904761907,0.38095238095238093,126,0.49206349206349204,0.20833333333333334,0.44642857142857145,110,0.3181818181818182,0.25595238095238093,0.16666666666666666,71,0.6056338028169014
1h,DAILY_4H,240,168,122.39006122251885,68.17926210274993,30.40571596263586,143.20502228861608,338.4140691575549,-95.40898680432576,-60.69409872895226,-196.82603320400895,16.497276179527535,2.1661127132388547,0.5178571428571429,0.48214285714285715,110.69047619047619,105.0,0.8273809523809523,16.0,0.6071428571428571,42.0,0.35714285714285715,55.5,0.5238095238095238,0.4583333333333333,165,0.5333333333333333,0.30357142857142855,0.6428571428571429,159,0.32075471698113206,0.43452380952380953,0.4523809523809524,149,0.4899328859060403,0.25,0.5476190476190477,134,0.31343283582089554,0.3392857142857143,0.2916666666666667,106,0.5377358490566038
1h,DAILY_4H_1H,15,168,29.580623160483235,18.591345040568363,6.807291567690887,37.21345850170865,70.72736627435638,-23.711288992025874,-17.444214031649416,-54.612017602296724,4.164861270028352,-0.6940158882506875,0.48214285714285715,0.5059523809523809,7.428571428571429,7.0,0.40476190476190477,6.0,0.17261904761904762,6.0,0.047619047619047616,10.5,0.38095238095238093,0.26785714285714285,109,0.5871559633027523,0.15476190476190477,0.30952380952380953,78,0.3333333333333333,0.17261904761904762,0.11904761904761904,49,0.5918367346938775,0.047619047619047616,0.125,29,0.27586206896551724,0.047619047619047616,0.017857142857142856,11,0.7272727272727273
1h,DAILY_4H_1H,30,168,40.759848780940736,25.152917245018223,10.922236331878388,49.83051993575849,97.87386787688607,-30.800626323684156,-25.302388695909173,-64.11109687354899,5.332042938288687,-2.0848576845372557,0.48214285714285715,0.5178571428571429,13.583333333333334,12.0,0.5059523809523809,7.0,0.25,11.0,0.10119047619047619,16.0,0.44047619047619047,0.39880952380952384,141,0.524822695035461,0.20238095238095238,0.48214285714285715,115,0.2956521739130435,0.23214285714285715,0.16071428571428573,66,0.5909090909090909,0.08928571428571429,0.17857142857142858,45,0.3333333333333333,0.10119047619047619,0.023809523809523808,21,0.8095238095238095
1h,DAILY_4H_1H,60,168,59.846657719509324,31.650376268438364,12.880249294736078,77.40609917351927,133.75291766880025,-43.007688600580046,-33.39516376912488,-90.14422050618366,13.351157349632826,-1.244954545410737,0.4880952380952381,0.5059523809523809,25.791666666666668,25.5,0.6011904761904762,9.0,0.35714285714285715,17.0,0.17857142857142858,28.0,0.47023809523809523,0.42857142857142855,151,0.5231788079470199,0.23809523809523808,0.5595238095238095,134,0.29850746268656714,0.32142857142857145,0.27380952380952384,100,0.54,0.15476190476190477,0.30357142857142855,77,0.33766233766233766,0.17857142857142858,0.07738095238095238,43,0.6976744186046512
1h,DAILY_4H_1H,120,168,87.93267414929373,42.68314004782225,17.6014194440971,101.63219759100117,243.20895301558124,-61.50803051449735,-46.75102985028712,-143.29352419955242,17.85523048655263,-5.298090108818987,0.4523809523809524,0.5416666666666666,51.351190476190474,42.0,0.7083333333333334,11.0,0.44642857142857145,25.0,0.25595238095238093,37.0,0.49404761904761907,0.4523809523809524,159,0.5220125786163522,0.26785714285714285,0.6071428571428571,147,0.30612244897959184,0.36904761904761907,0.38095238095238093,126,0.49206349206349204,0.20833333333333334,0.44642857142857145,110,0.3181818181818182,0.25595238095238093,0.16666666666666666,71,0.6056338028169014
