symbol,entry_timeframe,alignment,window_minutes,events,mean_mfe_bps,median_mfe_bps,q25_mfe_bps,q75_mfe_bps,q90_mfe_bps,mean_mae_bps,median_mae_bps,q10_mae_bps,mean_terminal_return_bps,median_terminal_return_bps,terminal_win_rate,terminal_loss_rate,mean_time_to_mfe_minutes,median_time_to_mfe_minutes,target_25bps_hit_rate,target_25bps_median_hit_minutes,target_50bps_hit_rate,target_50bps_median_hit_minutes,target_100bps_hit_rate,target_100bps_median_hit_minutes,t25_s25_target_first_rate,t25_s25_stop_first_rate,t25_s25_resolved_events,t25_s25_resolved_target_win_rate,t50_s25_target_first_rate,t50_s25_stop_first_rate,t50_s25_resolved_events,t50_s25_resolved_target_win_rate,t50_s50_target_first_rate,t50_s50_stop_first_rate,t50_s50_resolved_events,t50_s50_resolved_target_win_rate,t100_s50_target_first_rate,t100_s50_stop_first_rate,t100_s50_resolved_events,t100_s50_resolved_target_win_rate,t100_s100_target_first_rate,t100_s100_stop_first_rate,t100_s100_resolved_events,t100_s100_resolved_target_win_rate
BTCUSDT,15m,DAILY_4H_1H_15M,15,153,21.69206624455199,12.229729729729133,3.9712932232705,31.14630982453903,48.475367669508444,-16.699463673202516,-11.967801909359421,-37.2840884834309,3.500884650701633,-2.528631483569299,0.4444444444444444,0.5555555555555556,6.96078431372549,6.0,0.30718954248366015,6.0,0.09803921568627451,9.0,0.0196078431372549,12.0,0.27450980392156865,0.1437908496732026,64,0.65625,0.0784313725490196,0.16993464052287582,38,0.3157894736842105,0.09803921568627451,0.032679738562091505,20,0.75,0.0196078431372549,0.0392156862745098,9,0.3333333333333333,0.0196078431372549,0.0,3,1.0
BTCUSDT,15m,DAILY_4H_1H_15M,30,153,31.935271856411717,16.882186674471722,7.454083951274892,43.29994607931154,75.40077035273337,-25.457063066383995,-15.013450010977758,-54.071554890700035,3.3001666515494614,-1.4328148495079684,0.48366013071895425,0.5163398692810458,14.006535947712418,13.0,0.43790849673202614,8.0,0.1895424836601307,14.0,0.06535947712418301,19.5,0.38562091503267976,0.2222222222222222,93,0.6344086021505376,0.16339869281045752,0.28104575163398693,68,0.36764705882352944,0.1895424836601307,0.10457516339869281,45,0.6444444444444445,0.06535947712418301,0.11764705882352941,28,0.35714285714285715,0.06535947712418301,0.032679738562091505,15,0.6666666666666666
BTCUSDT,15m,DAILY_4H_1H_15M,60,153,43.27801287525679,27.440873256519005,9.977494373594187,54.939914655272034,108.97088513971468,-35.24158743941724,-22.47135212981144,-77.98529997130888,-1.3325760604727108,-2.2286078546596144,0.45751633986928103,0.5424836601307189,27.22875816993464,25.0,0.5359477124183006,10.5,0.3006535947712418,25.0,0.12418300653594772,30.0,0.4444444444444444,0.3333333333333333,119,0.5714285714285714,0.2222222222222222,0.42483660130718953,99,0.3434343434343434,0.27450980392156865,0.20915032679738563,74,0.5675675675675675,0.11764705882352941,0.2222222222222222,52,0.34615384615384615,0.12418300653594772,0.058823529411764705,28,0.6785714285714286
BTCUSDT,15m,DAILY_4H_1H_15M,120,153,66.93489647389022,44.27154455396432,13.368705181819873,91.9092048461212,164.4438372589528,-49.391360905456104,-33.271128672395236,-109.7501762044275,10.740532633707108,-2.3980815347723894,0.477124183006536,0.5228758169934641,59.99346405228758,56.0,0.6470588235294118,18.0,0.45098039215686275,40.0,0.2222222222222222,46.5,0.5032679738562091,0.39215686274509803,137,0.5620437956204379,0.3137254901960784,0.49673202614379086,124,0.3870967741935484,0.39869281045751637,0.3006535947712418,107,0.5700934579439252,0.1830065359477124,0.35294117647058826,82,0.34146341463414637,0.21568627450980393,0.09803921568627451,48,0.6875
BTCUSDT,15m,DAILY_4H_1H_15M,240,153,90.81679256885728,66.26210462984173,26.578692599090736,122.47307973700883,209.9251949919525,-69.26383930079797,-53.5329424578801,-150.81403858529941,8.370309976329033,1.1328273371224995,0.5032679738562091,0.49673202614379086,117.45098039215686,109.0,0.7516339869281046,22.0,0.5947712418300654,59.0,0.33986928104575165,100.5,0.5490196078431373,0.4117647058823529,147,0.5714285714285714,0.3660130718954248,0.5620915032679739,142,0.39436619718309857,0.5032679738562091,0.35947712418300654,132,0.5833333333333334,0.2875816993464052,0.45098039215686275,113,0.3893805309734513,0.3333333333333333,0.19607843137254902,81,0.6296296296296297
BTCUSDT,15m,DAILY_ONLY,15,533,17.814077538375805,10.561235729373841,3.8144549081398083,24.026538188135493,42.2586242983285,-15.71054004906222,-10.892428903173101,-36.056505909044525,0.9040255363854699,-2.385053377709223,0.45590994371482174,0.5440900562851783,7.0356472795497185,6.0,0.24390243902439024,6.0,0.06566604127579738,9.0,0.009380863039399626,12.0,0.225140712945591,0.16135084427767354,206,0.5825242718446602,0.05628517823639775,0.18386491557223264,128,0.234375,0.06566604127579738,0.039399624765478425,56,0.625,0.009380863039399626,0.04127579737335835,27,0.18518518518518517,0.009380863039399626,0.00375234521575985,7,0.7142857142857143
BTCUSDT,15m,DAILY_ONLY,30,533,26.104638703311537,15.355186687293632,6.280625902055359,35.82279681055623,57.1177532199303,-22.719324125387196,-14.633010741958996,-49.96094863284672,1.2235641989208228,-1.2720742292726683,0.48405253283302063,0.5159474671669794,14.0,14.0,0.35647279549718575,8.5,0.13696060037523453,16.0,0.03564727954971857,19.0,0.3170731707317073,0.23827392120075047,296,0.5709459459459459,0.11632270168855535,0.28893058161350843,216,0.28703703703703703,0.1350844277673546,0.09568480300187618,123,0.5853658536585366,0.03564727954971857,0.09943714821763602,72,0.2638888888888889,0.03564727954971857,0.024390243902439025,32,0.59375
BTCUSDT,15m,DAILY_ONLY,60,533,36.29801802729289,22.245929253228436,9.037643140559215,46.99425568289062,83.49512937967687,-32.15871502061688,-22.112200295208993,-70.21062868228321,-0.09456169668445492,-1.6306181657321783,0.4803001876172608,0.5196998123827392,27.682926829268293,25.0,0.4803001876172608,15.0,0.23452157598499063,26.0,0.07317073170731707,32.0,0.4071294559099437,0.3433395872420263,400,0.5425,0.17448405253283303,0.42964352720450283,322,0.2888198757763975,0.22138836772983114,0.1801125703564728,214,0.5514018691588785,0.06941838649155722,0.18761726078799248,137,0.27007299270072993,0.07129455909943715,0.0525328330206379,66,0.5757575757575758
BTCUSDT,15m,DAILY_ONLY,120,533,55.04498933417614,35.19411876284906,13.317763897451318,71.65055778376895,128.85684719285797,-44.78934556142914,-30.46456462059144,-104.6749664517641,6.570350917223763,-1.340615400756695,0.4803001876172608,0.5196998123827392,56.98499061913696,54.0,0.6022514071294559,22.0,0.3677298311444653,40.5,0.16135084427767354,65.0,0.4727954971857411,0.40150093808630394,466,0.5407725321888412,0.24765478424015008,0.5178236397748592,408,0.3235294117647059,0.3320825515947467,0.28142589118198874,327,0.5412844036697247,0.13883677298311445,0.32082551594746717,245,0.3020408163265306,0.15572232645403378,0.10131332082551595,137,0.6058394160583942
BTCUSDT,15m,DAILY_ONLY,240,533,74.8890565272426,51.46370454521376,19.633740374291886,102.9132384819409,171.7513271116129,-64.74660365062748,-47.460719621803534,-145.84458176325876,4.7537883593084524,-0.8179342304193149,0.49343339587242024,0.5065666041275797,106.38273921200751,95.0,0.7035647279549718,30.0,0.5065666041275797,65.0,0.2626641651031895,103.0,0.5046904315196998,0.4446529080675422,506,0.5316205533596838,0.29080675422138835,0.6060037523452158,478,0.32426778242677823,0.4165103189493433,0.3677298311444653,418,0.5311004784688995,0.20637898686679174,0.43902439024390244,344,0.31976744186046513,0.24765478424015008,0.20075046904315197,239,0.5523012552301255
BTCUSDT,15m,FULL_ALIGNMENT,15,148,21.898830745930365,12.226571727217417,3.9632441027032117,32.548582272743374,49.540709912678814,-17.05582473949715,-12.351136698455779,-37.303923081837944,3.2917979982221146,-2.744179706327121,0.43243243243243246,0.5675675675675675,6.837837837837838,5.5,0.3108108108108108,6.0,0.10135135135135136,9.0,0.02027027027027027,12.0,0.27702702702702703,0.14864864864864866,63,0.6507936507936508,0.08108108108108109,0.17567567567567569,38,0.3157894736842105,0.10135135135135136,0.033783783783783786,20,0.75,0.02027027027027027,0.04054054054054054,9,0.3333333333333333,0.02027027027027027,0.0,3,1.0
BTCUSDT,15m,FULL_ALIGNMENT,30,148,32.31383549910424,16.633661460578875,7.443616074226944,43.86697119118821,78.72729535245634,-26.063931959129782,-15.392909744277317,-54.79602905387271,3.183932427541023,-1.7660993280649295,0.47297297297297297,0.527027027027027,14.094594594594595,13.0,0.4391891891891892,8.0,0.19594594594594594,14.0,0.06756756756756757,19.5,0.38513513513513514,0.22297297297297297,90,0.6333333333333333,0.16891891891891891,0.28378378378378377,67,0.373134328358209,0.19594594594594594,0.10810810810810811,45,0.6444444444444445,0.06756756756756757,0.12162162162162163,28,0.35714285714285715,0.06756756756756757,0.033783783783783786,15,0.6666666666666666
BTCUSDT,15m,FULL_ALIGNMENT,60,148,43.91096364142843,28.30305335255634,9.971878461016992,55.92924329015203,111.6255095951207,-36.13239918024531,-23.24438912245208,-79.21806259723863,-1.546252079274926,-4.616270041187809,0.44594594594594594,0.5540540540540541,26.91891891891892,24.5,0.5337837837837838,10.0,0.3108108108108108,25.0,0.12837837837837837,30.0,0.4391891891891892,0.33783783783783783,115,0.5652173913043478,0.22972972972972974,0.43243243243243246,98,0.3469387755102041,0.28378378378378377,0.21621621621621623,74,0.5675675675675675,0.12162162162162163,0.22972972972972974,52,0.34615384615384615,0.12837837837837837,0.060810810810810814,28,0.6785714285714286
BTCUSDT,15m,FULL_ALIGNMENT,120,148,67.81590338621317,44.115705969175465,13.355969860727734,92.22201882675029,166.800491630863,-50.75050851602755,-33.5388735730735,-110.93332645117427,10.519550748390118,-3.0422198320567695,0.46621621621621623,0.5337837837837838,59.020270270270274,56.0,0.6486486486486487,18.0,0.44594594594594594,35.5,0.22972972972972974,46.5,0.5,0.39864864864864863,133,0.556390977443609,0.30405405405405406,0.5067567567567568,120,0.375,0.3918918918918919,0.3108108108108108,104,0.5576923076923077,0.1891891891891892,0.36486486486486486,82,0.34146341463414637,0.22297297297297297,0.10135135135135136,48,0.6875
BTCUSDT,15m,FULL_ALIGNMENT,240,148,90.68864032357551,66.06453515640598,24.88283490923948,121.02039186934088,211.35234447082834,-69.60843433884737,-54.209829448593204,-150.78504866348297,8.111232113513356,-0.6026628483996044,0.49324324324324326,0.5067567567567568,114.31756756756756,107.5,0.7432432432432432,21.5,0.5878378378378378,53.0,0.3310810810810811,100.0,0.5405405405405406,0.4189189189189189,142,0.5633802816901409,0.3581081081081081,0.5743243243243243,138,0.38405797101449274,0.49324324324324326,0.3716216216216216,128,0.5703125,0.27702702702702703,0.4594594594594595,109,0.3761467889908257,0.32432432432432434,0.19594594594594594,77,0.6233766233766234
BTCUSDT,1h,DAILY_4H,15,52,21.904601872384603,14.395329018547232,4.655798017840218,29.945800457055192,46.79106576357883,-16.987620375499066,-11.495493785563248,-46.03830425967248,5.1655649298568145,1.3812129168622178,0.5,0.5,7.076923076923077,6.0,0.3076923076923077,7.5,0.09615384615384616,5.0,0.019230769230769232,8.0,0.28846153846153844,0.19230769230769232,25,0.6,0.09615384615384616,0.19230769230769232,15,0.3333333333333333,0.09615384615384616,0.07692307692307693,9,0.5555555555555556,0.019230769230769232,0.07692307692307693,5,0.2,0.019230769230769232,0.0,1,1.0
BTCUSDT,1h,DAILY_4H,30,52,34.469204442562415,18.246828313635,6.94945226966448,35.907508560261704,96.3230884115005,-22.158196892208977,-13.827387619796404,-50.069248065898186,7.832402229944832,0.49366135839501446,0.5192307692307693,0.4807692307692308,13.48076923076923,13.0,0.36538461538461536,9.0,0.17307692307692307,15.0,0.09615384615384616,17.0,0.34615384615384615,0.28846153846153844,33,0.5454545454545454,0.15384615384615385,0.34615384615384615,26,0.3076923076923077,0.15384615384615385,0.11538461538461539,14,0.5714285714285714,0.07692307692307693,0.11538461538461539,10,0.4,0.09615384615384616,0.0,5,1.0
BTCUSDT,1h,DAILY_4H,60,52,49.15123670979063,21.274305203645703,9.317568823893897,62.66522321918488,159.15755779722986,-32.03023303491635,-19.922748145141945,-62.28226780359647,15.103879501498565,-2.300083123749075,0.4807692307692308,0.5192307692307693,24.807692307692307,24.5,0.46153846153846156,11.0,0.2692307692307692,18.5,0.11538461538461539,21.5,0.40384615384615385,0.34615384615384615,39,0.5384615384615384,0.19230769230769232,0.4423076923076923,33,0.30303030303030304,0.23076923076923078,0.23076923076923078,24,0.5,0.09615384615384616,0.23076923076923078,17,0.29411764705882354,0.11538461538461539,0.057692307692307696,9,0.6666666666666666
