symbol,rows,direction_accuracy,balanced_accuracy,return_mae_bps,mean_confidence
BTCUSDT,27069,0.7569544497395545,0.43708940133014723,20.942403209152737,0.5796981582801584
ETHUSDT,27234,0.5679665124476757,0.44664751165627314,28.464264950792327,0.5123539591466489
SOLUSDT,27391,0.23288671461428936,0.3819403322608828,29.022024886323713,0.444520210924466
