symbol,rows,direction_accuracy,balanced_accuracy,return_mae_bps,mean_confidence
BTCUSDT,27082,0.771471826305295,0.4442163074016818,14.804992557396032,0.5945415425831608
ETHUSDT,27247,0.5799170550886336,0.44030069869085536,20.381994118341986,0.5156163235831029
SOLUSDT,27404,0.2695956794628521,0.39503608928040296,20.53839932348443,0.43443322614375324
