symbol,entry_timeframe,alignment,window_minutes,events,mean_mfe_bps,median_mfe_bps,mean_mae_bps,mean_terminal_return_bps,terminal_win_rate,mean_time_to_mfe_minutes,target_25bps_hit_rate,target_50bps_hit_rate,target_100bps_hit_rate,t50_s25_resolved_target_win_rate,t100_s50_resolved_target_win_rate
ALL,15m,DAILY_4H_1H_15M,120,446,82.11158938697754,54.90638929858905,-73.85554517495133,2.6137877325130394,0.4484304932735426,52.17488789237668,0.7130044843049327,0.5291479820627802,0.2757847533632287,0.3805970149253731,0.3225806451612903
ALL,15m,DAILY_ONLY,120,1633,68.90129322808309,43.29994607931154,-63.723112783696,1.0001614954236797,0.46540110226576853,52.15003061849357,0.6619718309859155,0.451316595223515,0.22106552357624004,0.33660589060308554,0.3055555555555556
ALL,15m,FULL_ALIGNMENT,120,422,83.53261884267553,54.90638929858905,-74.05236473334243,3.922541655764018,0.4431279620853081,52.208530805687204,0.7109004739336493,0.5284360189573459,0.2843601895734597,0.37270341207349084,0.32441471571906355
ALL,15m,DAILY_4H,240,904,104.41215913374269,66.87893366669306,-92.91868309662357,3.7939499143207693,0.4756637168141593,106.74225663716814,0.7466814159292036,0.5907079646017699,0.3672566371681416,0.3453908984830805,0.3365921787709497
ALL,15m,DAILY_4H_1H,240,446,120.82898572088331,78.4745568096179,-99.21716652896852,7.0034310803644635,0.4798206278026906,110.45739910313901,0.7914798206278026,0.6502242152466368,0.4125560538116592,0.3883720930232558,0.35714285714285715
ALL,15m,DAILY_4H_1H_15M,240,446,120.82898572088331,78.4745568096179,-99.21716652896852,7.0034310803644635,0.4798206278026906,110.45739910313901,0.7914798206278026,0.6502242152466368,0.4125560538116592,0.3883720930232558,0.35714285714285715
ALL,15m,DAILY_ONLY,240,1633,98.89161808803063,64.07634628493585,-90.84133804134451,3.7154492762441786,0.4856093080220453,106.22596448254745,0.7513778322106552,0.5793018983466014,0.3429271279853031,0.3395860284605433,0.3193343898573692
ALL,15m,FULL_ALIGNMENT,240,422,122.15845211943733,78.4745568096179,-98.88082263959384,8.738493977592668,0.47393364928909953,109.84834123222748,0.7890995260663507,0.6516587677725119,0.4075829383886256,0.3799019607843137,0.3473389355742297
ALL,1h,DAILY_4H,15,168,29.580623160483235,18.591345040568363,-23.711288992025874,4.164861270028352,0.48214285714285715,7.428571428571429,0.40476190476190477,0.17261904761904762,0.047619047619047616,0.3333333333333333,0.27586206896551724
ALL,1h,DAILY_4H_1H,15,168,29.580623160483235,18.591345040568363,-23.711288992025874,4.164861270028352,0.48214285714285715,7.428571428571429,0.40476190476190477,0.17261904761904762,0.047619047619047616,0.3333333333333333,0.27586206896551724
ALL,1h,DAILY_4H_1H_15M,15,162,30.071018736648917,19.193376653312555,-23.797551148586503,4.4692361097570386,0.4876543209876543,7.580246913580247,0.41358024691358025,0.1728395061728395,0.04938271604938271,0.3333333333333333,0.2857142857142857
ALL,1h,DAILY_ONLY,15,365,25.795681426653047,15.04131601995251,-24.9065686559428,0.8892701909877478,0.4931506849315068,7.054794520547945,0.33424657534246577,0.16712328767123288,0.03287671232876712,0.2983425414364641,0.1935483870967742
ALL,1h,FULL_ALIGNMENT,15,158,30.407011841949423,19.193376653312555,-23.998673668636986,4.592129960512485,0.4873417721518987,7.531645569620253,0.41139240506329117,0.17721518987341772,0.05063291139240506,0.33783783783783783,0.2962962962962963
ALL,1h,DAILY_4H,30,168,40.759848780940736,25.152917245018223,-30.800626323684156,5.332042938288687,0.48214285714285715,13.583333333333334,0.5059523809523809,0.25,0.10119047619047619,0.2956521739130435,0.3333333333333333
ALL,1h,DAILY_4H_1H,30,168,40.759848780940736,25.152917245018223,-30.800626323684156,5.332042938288687,0.48214285714285715,13.583333333333334,0.5059523809523809,0.25,0.10119047619047619,0.2956521739130435,0.3333333333333333
ALL,1h,DAILY_4H_1H_15M,30,162,41.42256807699619,25.2688902376319,-30.916796498449678,5.717191584828839,0.48148148148148145,13.623456790123457,0.5185185185185185,0.25308641975308643,0.10493827160493827,0.3,0.3409090909090909
ALL,1h,DAILY_ONLY,30,365,35.01112290436452,21.477368063600455,-32.06713728588862,1.551190283371569,0.4602739726027397,13.772602739726027,0.4410958904109589,0.2356164383561644,0.07123287671232877,0.2911392405063291,0.22772277227722773
ALL,1h,FULL_ALIGNMENT,30,158,42.0044391160739,25.2688902376319,-31.2503166621048,5.979004174135708,0.47468354430379744,13.582278481012658,0.5189873417721519,0.25949367088607594,0.10759493670886076,0.30275229357798167,0.3488372093023256
ALL,1h,DAILY_4H,60,168,59.846657719509324,31.650376268438364,-43.007688600580046,13.351157349632826,0.4880952380952381,25.791666666666668,0.6011904761904762,0.35714285714285715,0.17857142857142858,0.29850746268656714,0.33766233766233766
ALL,1h,DAILY_4H_1H,60,168,59.846657719509324,31.650376268438364,-43.007688600580046,13.351157349632826,0.4880952380952381,25.791666666666668,0.6011904761904762,0.35714285714285715,0.17857142857142858,0.29850746268656714,0.33766233766233766
ALL,1h,DAILY_4H_1H_15M,60,162,60.460207958357586,32.79915738045092,-42.76292054907816,14.439489005964482,0.49382716049382713,25.617283950617285,0.6049382716049383,0.35802469135802467,0.1728395061728395,0.296875,0.3287671232876712
ALL,1h,DAILY_ONLY,60,365,50.857604471159064,28.122295933081798,-45.50822041883833,3.915496554968601,0.4712328767123288,25.964383561643835,0.5397260273972603,0.336986301369863,0.14794520547945206,0.3154121863799283,0.2732919254658385
ALL,1h,FULL_ALIGNMENT,60,158,61.48578565642376,34.1689437790138,-43.32833134181316,14.681804121486657,0.4873417721518987,25.670886075949365,0.6075949367088608,0.3670886075949367,0.17721518987341772,0.2992125984251969,0.3333333333333333
ALL,1h,DAILY_4H,120,168,87.93267414929373,42.68314004782225,-61.50803051449735,17.85523048655263,0.4523809523809524,51.351190476190474,0.7083333333333334,0.44642857142857145,0.25595238095238093,0.30612244897959184,0.3181818181818182
ALL,1h,DAILY_4H_1H,120,168,87.93267414929373,42.68314004782225,-61.50803051449735,17.85523048655263,0.4523809523809524,51.351190476190474,0.7083333333333334,0.44642857142857145,0.25595238095238093,0.30612244897959184,0.3181818181818182
ALL,1h,DAILY_4H_1H_15M,120,162,89.11774688044963,42.68314004782225,-60.365459205007355,19.250403924622766,0.4506172839506173,51.30246913580247,0.7098765432098766,0.4444444444444444,0.25308641975308643,0.3049645390070922,0.3173076923076923
ALL,1h,DAILY_ONLY,120,365,73.23940465060532,39.09590714722189,-64.57456169706177,6.272433765051537,0.4575342465753425,50.276712328767125,0.6520547945205479,0.42191780821917807,0.2219178082191781,0.3089171974522293,0.28125
ALL,1h,FULL_ALIGNMENT,120,158,89.9749235507567,42.68314004782225,-61.31126469920018,19.268198756493735,0.4430379746835443,49.94303797468354,0.7088607594936709,0.4430379746835443,0.25949367088607594,0.302158273381295,0.32038834951456313
ALL,1h,DAILY_4H,240,168,122.39006122251885,68.17926210274993,-95.40898680432576,16.497276179527535,0.5178571428571429,110.69047619047619,0.8273809523809523,0.6071428571428571,0.35714285714285715,0.32075471698113206,0.31343283582089554
ALL,1h,DAILY_4H_1H,240,168,122.39006122251885,68.17926210274993,-95.40898680432576,16.497276179527535,0.5178571428571429,110.69047619047619,0.8273809523809523,0.6071428571428571,0.35714285714285715,0.32075471698113206,0.31343283582089554
ALL,1h,DAILY_4H_1H_15M,240,162,124.15235295680516,68.17926210274993,-92.27194247517245,21.142216594567746,0.5246913580246914,111.41975308641975,0.8333333333333334,0.6111111111111112,0.35185185185185186,0.3202614379084967,0.3125
ALL,1h,DAILY_ONLY,240,365,98.83366783261351,56.84528762411878,-90.3297840012569,0.8985994641950926,0.4684931506849315,100.63013698630137,0.7561643835616438,0.5452054794520548,0.3041095890410959,0.3215339233038348,0.27238805970149255
ALL,1h,FULL_ALIGNMENT,240,158,125.57595159222598,67.94801580400801,-93.06619275772725,21.934956765304285,0.5253164556962026,111.37341772151899,0.8291139240506329,0.6075949367088608,0.36075949367088606,0.31543624161073824,0.31496062992125984
ALL,1m,DAILY_4H,15,14331,21.984360139640756,13.40996168582409,-21.308656445055266,-0.0795855735393976,0.48405554392575534,7.231246947177447,0.2874188821436048,0.1040401925894913,0.02386435001046682,0.24739928125591074,0.20453115166771554
ALL,1m,DAILY_4H_1H,15,8600,23.952027458002288,14.449433369106979,-22.630183518787014,0.07794115346867499,0.48604651162790696,7.272674418604651,0.31383720930232556,0.12255813953488372,0.029186046511627907,0.26429809358752165,0.21915285451197053
ALL,1m,DAILY_4H_1H_15M,15,4826,26.56416400585609,15.65927850284865,-24.170932946737796,0.40012868203882895,0.4805221715706589,7.168462494819726,0.3460422710319105,0.14711976792374637,0.037919602154993785,0.2840264650283554,0.24362606232294617
ALL,1m,DAILY_ONLY,15,24766,21.080677713851422,12.72744911570256,-20.14828784556284,-0.024792507890071196,0.4835661794395542,7.212387951223452,0.2739239279657595,0.09674553823790681,0.02079463780990067,0.24842913660693508,0.20387149917627678
ALL,1m,FULL_ALIGNMENT,15,2799,29.008698344818015,16.817676334930365,-25.53672469168186,0.7609434625441521,0.47624151482672383,7.038585209003215,0.3776348695962844,0.16934619506966775,0.046802429439085386,0.2970742685671418,0.270509977827051
ALL,1m,DAILY_4H,30,14331,32.11576383126929,19.537829279794305,-30.880300780964465,-0.016586846604103842,0.4824506314981509,14.119600865257135,0.4149047519363617,0.18679785081292302,0.05512525294815435,0.2719717955175019,0.2246087756980669
ALL,1m,DAILY_4H_1H,30,8600,35.44053444806331,21.21293178579453,-32.780339949955575,0.414888440284165,0.48290697674418603,14.125116279069767,0.4432558139534884,0.2144186046511628,0.06755813953488372,0.2883096366508689,0.24352567014993184
ALL,1m,DAILY_4H_1H_15M,30,4826,39.64503705548881,23.392536739491597,-34.49723053021708,1.2413508582599968,0.48010774968918357,13.920430998756734,0.47534189805221716,0.24906755076668047,0.08474927476170742,0.3102990033222591,0.27206946454413894
ALL,1m,DAILY_ONLY,30,24766,30.572346002368157,18.82366069148711,-29.343781404081028,0.09222730893033615,0.48501978518937255,14.07639505774045,0.4010740531373657,0.17560365016554955,0.048534280868933216,0.2716574292005163,0.21876821449387993
ALL,1m,FULL_ALIGNMENT,30,2799,43.89361926693574,25.54744525547381,-36.07736079424965,2.6872923092125096,0.48302965344765986,13.772418720971775,0.5069667738478028,0.2765273311897106,0.10325116112897463,0.3193322563274098,0.30484988452655887
ALL,1m,DAILY_4H,60,14331,46.73330165882673,28.786070350346193,-44.624843726597064,0.26973980550241816,0.4868466959737632,28.154420487056033,0.5452515525783267,0.3006070755704417,0.11269276393831554,0.29960279931908457,0.25418354764840584
ALL,1m,DAILY_4H_1H,60,8600,52.004198699767194,31.39976884767748,-47.03273527067814,0.6686528851495568,0.48348837209302326,28.059418604651164,0.5720930232558139,0.33406976744186045,0.1330232558139535,0.31634046426945833,0.27316941367198055
ALL,1m,DAILY_4H_1H_15M,60,4826,58.728723366180155,33.681724719341055,-49.14303237003351,2.6089049776509055,0.4850808122668877,27.73331951927062,0.5965602983837547,0.37132200580190633,0.15955242436800662,0.3300261096605744,0.2992863514719001
ALL,1m,DAILY_ONLY,60,24766,44.133381028719924,27.59264017970886,-42.47368022295504,0.40598188657769235,0.4917225228135347,28.046475006056692,0.5325849955584269,0.28644108858919487,0.10098522167487685,0.29795619616012614,0.24703427065026362
ALL,1m,FULL_ALIGNMENT,60,2799,64.13927699199091,37.543561659882926,-50.635979799050546,3.1641687804760736,0.47874240800285817,27.02750982493748,0.6237942122186495,0.40514469453376206,0.18756698821007503,0.3372345036844387,0.3296863603209336
ALL,1m,DAILY_4H,120,14331,68.17037554174863,41.75827092447682,-64.35194313528046,-0.5466519843635305,0.4846835531365571,55.34575395994697,0.665340869443863,0.4366059591096225,0.20180029307096503,0.321360153256705,0.28475871954132825
ALL,1m,DAILY_4H_1H,120,8600,75.71758956990257,45.9555641642706,-67.86065667042486,-0.42019058924485136,0.48069767441860467,54.73139534883721,0.688953488372093,0.47093023255813954,0.22534883720930232,0.33859809424357135,0.2952956735310788
ALL,1m,DAILY_4H_1H_15M,120,4826,85.60525913047947,49.39879049583262,-70.88900380343975,1.8216978043341057,0.4763779527559055,53.516991297140486,0.7034811438043929,0.49668462494819726,0.25922088686282635,0.3410817031070196,0.3149153625039923
ALL,1m,DAILY_ONLY,120,24766,64.44078711632338,40.38624849401318,-61.339225269878156,0.5089875337891827,0.4932972623758378,55.751231527093594,0.6568279092303965,0.4252200597593475,0.18884761366389405,0.32139844409035523,0.2813295512400902
ALL,1m,FULL_ALIGNMENT,120,2799,92.42754690286708,55.33383559691352,-72.98587082751088,4.235704801480967,0.48160057163272596,53.11611289746338,0.7259735619864237,0.5344765987852804,0.2897463379778492,0.3534649632210608,0.3356309650053022
ALL,1m,DAILY_4H,240,14331,99.72672502562668,61.05951152390654,-92.07080760869434,-0.14548724816377806,0.4809154978717466,108.95771404647269,0.7612867210941316,0.5697439117995953,0.3216802735329007,0.33050475493782006,0.30815489749430525
ALL,1m,DAILY_4H_1H,240,8600,110.58836535549368,66.12637719206282,-97.61936963653693,-1.7870947667572876,0.4705813953488372,106.13116279069767,0.7756976744186046,0.5938372093023255,0.3524418604651163,0.34494015233949943,0.32077675573076364
ALL,1m,DAILY_4H_1H_15M,240,4826,124.69501950047164,72.70058957558834,-100.9904065941003,1.3052015457135635,0.4579361790302528,103.11956071280564,0.7836717778698715,0.6079569001243266,0.38955656858682136,0.34563398412357865,0.3337537840565086
ALL,1m,DAILY_ONLY,240,24766,93.28855252639327,59.123578596864675,-88.62240674302593,0.9707937961094888,0.4893806024388274,109.87640313332795,0.7558749899055156,0.5605265283049342,0.30440927077444885,0.3309309565439891,0.3047997387897257
ALL,1m,FULL_ALIGNMENT,240,2799,134.37512744225495,78.56559449263001,-102.42327020891715,5.214941065203705,0.46266523758485173,101.61343336906037,0.8002858163629868,0.6463022508038585,0.4137191854233655,0.35835172921265634,0.349320882852292
ALL,5m,DAILY_4H,15,2878,23.464586895192845,13.651050202648785,-21.400235188379877,0.33569814889228633,0.4722029186935372,7.00416956219597,0.29812369701181374,0.113273106323836,0.03022932592077832,0.2635514018691589,0.22493224932249323
ALL,5m,DAILY_4H_1H,15,1650,26.469174916463313,15.270510463101239,-22.834694471055695,1.0496879883182495,0.47515151515151516,7.004848484848485,0.33575757575757575,0.1321212121212121,0.038181818181818185,0.2833078101071976,0.25210084033613445
ALL,5m,DAILY_4H_1H_15M,15,766,28.735337121236242,16.362319307746674,-25.425205855644368,1.068379549088841,0.47389033942558745,7.026109660574413,0.36553524804177545,0.1566579634464752,0.04046997389033943,0.30538922155688625,0.2153846153846154
ALL,5m,DAILY_ONLY,15,4978,22.07627837550777,13.037809831137892,-20.417065687294976,-0.15734161033596075,0.4704700683005223,6.9582161510646845,0.28143832864604257,0.10445962233828847,0.026114905584572117,0.26440092165898615,0.22163120567375885
ALL,5m,FULL_ALIGNMENT,15,766,28.735337121236242,16.362319307746674,-25.425205855644368,1.068379549088841,0.47389033942558745,7.026109660574413,0.36553524804177545,0.1566579634464752,0.04046997389033943,0.30538922155688625,0.2153846153846154
ALL,5m,DAILY_4H,30,2878,34.75741128610511,20.358146117716025,-30.92021315917226,0.5229310754358629,0.4722029186935372,13.939193884642112,0.42981236970118136,0.20465601111883253,0.05941626129256428,0.2903426791277259,0.22807017543859648
ALL,5m,DAILY_4H_1H,30,1650,39.565056708455984,22.548244662369264,-33.3352194120573,1.0357196501173975,0.4624242424242424,13.52909090909091,0.46,0.23030303030303031,0.07757575757575758,0.30421377183967113,0.2654462242562929
ALL,5m,DAILY_4H_1H_15M,30,766,46.15117832437787,25.050952069337605,-36.48162237397735,3.7431893683899298,0.4516971279373368,13.909921671018276,0.5013054830287206,0.27284595300261094,0.09138381201044386,0.3347022587268994,0.2629310344827586
ALL,5m,DAILY_ONLY,30,4978,32.46178279368284,19.28357046071083,-29.338475542136358,0.5384964791710877,0.47830453997589395,13.868220168742466,0.4120128565689032,0.19043792687826436,0.05363599839292889,0.2917602996254682,0.22752293577981653
ALL,5m,FULL_ALIGNMENT,30,766,46.15117832437787,25.050952069337605,-36.48162237397735,3.7431893683899298,0.4516971279373368,13.909921671018276,0.5013054830287206,0.27284595300261094,0.09138381201044386,0.3347022587268994,0.2629310344827586
ALL,5m,DAILY_4H,60,2878,50.28135854809923,30.06538306759232,-44.164362914304704,0.1525514728588875,0.4777623349548297,26.861362056984017,0.5580264072272412,0.3227936066712995,0.12300208478109799,0.3149381541389153,0.26943462897526504
ALL,5m,DAILY_4H_1H,60,1650,56.968844565627315,32.85511289247811,-47.69809188424003,-0.6877839325674149,0.4581818181818182,26.10969696969697,0.5836363636363636,0.3496969696969697,0.14606060606060606,0.3167062549485352,0.2913719943422914
ALL,5m,DAILY_4H_1H_15M,60,766,66.07196527336953,36.82592608053259,-51.22257876159141,2.3112192084136582,0.45430809399477806,25.886422976501304,0.6122715404699739,0.4007832898172324,0.16449086161879894,0.3501628664495114,0.28851540616246496
ALL,5m,DAILY_ONLY,60,4978,47.09804493466961,28.76314045678341,-41.805061420192956,0.9405539376095547,0.4889513860988349,27.314182402571312,0.5464041783848935,0.3019284853354761,0.10968260345520289,0.31375317706862466,0.2643171806167401
ALL,5m,FULL_ALIGNMENT,60,766,66.07196527336953,36.82592608053259,-51.22257876159141,2.3112192084136582,0.45430809399477806,25.886422976501304,0.6122715404699739,0.4007832898172324,0.16449086161879894,0.3501628664495114,0.28851540616246496
ALL,5m,DAILY_4H,120,2878,70.18006001259889,42.70470207028643,-64.82710308689066,-2.962353451505773,0.4722029186935372,52.28978457261987,0.6692147324530924,0.4457956914523975,0.21056289089645588,0.32524850894632207,0.2928275044457617
ALL,5m,DAILY_4H_1H,120,1650,78.68472056353278,46.702720708301506,-70.04073728120372,-5.080868968907932,0.4527272727272727,50.98909090909091,0.6848484848484848,0.4824242424242424,0.2387878787878788,0.3319919517102616,0.305984555984556
ALL,5m,DAILY_4H_1H_15M,120,766,91.14828990192399,52.16107780355195,-74.89729011877982,-5.322783170460087,0.4490861618798956,49.20626631853786,0.6984334203655352,0.5143603133159269,0.25718015665796345,0.34992887624466573,0.29558541266794625
ALL,5m,DAILY_ONLY,120,4978,66.06203856777528,40.668506187094835,-61.09945530849521,-0.9148031509994408,0.47428686219365207,53.15628766572921,0.6591000401767778,0.42828445158698275,0.19325030132583368,0.32393381496154744,0.2849982098102399
ALL,5m,FULL_ALIGNMENT,120,766,91.14828990192399,52.16107780355195,-74.89729011877982,-5.322783170460087,0.4490861618798956,49.20626631853786,0.6984334203655352,0.5143603133159269,0.25718015665796345,0.34992887624466573,0.29558541266794625
ALL,5m,DAILY_4H,240,2878,100.77973075360528,61.74330420569252,-91.53837397279874,1.1343311121354103,0.4770674079221682,105.21994440583738,0.76546212647672,0.5833912439193885,0.33043780403057676,0.3352812271731191,0.30933940774487473
ALL,5m,DAILY_4H_1H,240,1650,110.6748359419023,67.27922500094908,-97.91891277453551,-1.5920692207758669,0.45696969696969697,102.44121212121212,0.78,0.6139393939393939,0.35515151515151516,0.34166146158650845,0.3224334600760456
ALL,5m,DAILY_4H_1H_15M,240,766,123.62773412645163,70.95626710096225,-104.69717836658008,-2.6409704927841284,0.4516971279373368,98.7597911227154,0.7845953002610966,0.6331592689295039,0.3785900783289817,0.35781041388518026,0.319047619047619
ALL,5m,DAILY_ONLY,240,4978,95.70466535762934,60.52679723489107,-87.64698638842816,3.1108874723034097,0.48674166331860186,108.02189634391321,0.7627561269586179,0.5735235034150261,0.3179991964644436,0.33276595744680854,0.30800214822771216
ALL,5m,FULL_ALIGNMENT,240,766,123.62773412645163,70.95626710096225,-104.69717836658008,-2.6409704927841284,0.4516971279373368,98.7597911227154,0.7845953002610966,0.6331592689295039,0.3785900783289817,0.35781041388518026,0.319047619047619
BTCUSDT,15m,DAILY_4H,15,303,18.800305596087757,10.441767068272156,-16.08570954166712,2.185060500813165,0.46534653465346537,7.075907590759076,0.264026402640264,0.07920792079207921,0.013201320132013201,0.2631578947368421,0.23529411764705882
BTCUSDT,15m,DAILY_4H_1H,15,153,21.69206624455199,12.229729729729133,-16.699463673202516,3.500884650701633,0.4444444444444444,6.96078431372549,0.30718954248366015,0.09803921568627451,0.0196078431372549,0.3157894736842105,0.3333333333333333
BTCUSDT,15m,DAILY_4H_1H_15M,15,153,21.69206624455199,12.229729729729133,-16.699463673202516,3.500884650701633,0.4444444444444444,6.96078431372549,0.30718954248366015,0.09803921568627451,0.0196078431372549,0.3157894736842105,0.3333333333333333
BTCUSDT,15m,DAILY_ONLY,15,533,17.814077538375805,10.561235729373841,-15.71054004906222,0.9040255363854699,0.45590994371482174,7.0356472795497185,0.24390243902439024,0.06566604127579738,0.009380863039399626,0.234375,0.18518518518518517
BTCUSDT,15m,FULL_ALIGNMENT,15,148,21.898830745930365,12.226571727217417,-17.05582473949715,3.2917979982221146,0.43243243243243246,6.837837837837838,0.3108108108108108,0.10135135135135136,0.02027027027027027,0.3157894736842105,0.3333333333333333
BTCUSDT,15m,DAILY_4H,30,303,27.16519777136953,15.355186687293632,-23.075224161125924,1.336017902024713,0.48184818481848185,14.102310231023102,0.37293729372937295,0.1419141914191419,0.04950495049504951,0.29508196721311475,0.3409090909090909
BTCUSDT,15m,DAILY_4H_1H,30,153,31.935271856411717,16.882186674471722,-25.457063066383995,3.3001666515494614,0.48366013071895425,14.006535947712418,0.43790849673202614,0.1895424836601307,0.06535947712418301,0.36764705882352944,0.35714285714285715
BTCUSDT,15m,DAILY_4H_1H_15M,30,153,31.935271856411717,16.882186674471722,-25.457063066383995,3.3001666515494614,0.48366013071895425,14.006535947712418,0.43790849673202614,0.1895424836601307,0.06535947712418301,0.36764705882352944,0.35714285714285715
BTCUSDT,15m,DAILY_ONLY,30,533,26.104638703311537,15.355186687293632,-22.719324125387196,1.2235641989208228,0.48405253283302063,14.0,0.35647279549718575,0.13696060037523453,0.03564727954971857,0.28703703703703703,0.2638888888888889
BTCUSDT,15m,FULL_ALIGNMENT,30,148,32.31383549910424,16.633661460578875,-26.063931959129782,3.183932427541023,0.47297297297297297,14.094594594594595,0.4391891891891892,0.19594594594594594,0.06756756756756757,0.373134328358209,0.35714285714285715
BTCUSDT,15m,DAILY_4H,60,303,36.445919074979734,21.349487362600783,-33.694730385778634,-2.794508776784696,0.4521452145214521,27.221122112211223,0.47854785478547857,0.23432343234323433,0.0891089108910891,0.292817679558011,0.3023255813953488
BTCUSDT,15m,DAILY_4H_1H,60,153,43.27801287525679,27.440873256519005,-35.24158743941724,-1.3325760604727108,0.45751633986928103,27.22875816993464,0.5359477124183006,0.3006535947712418,0.12418300653594772,0.3434343434343434,0.34615384615384615
BTCUSDT,15m,DAILY_4H_1H_15M,60,153,43.27801287525679,27.440873256519005,-35.24158743941724,-1.3325760604727108,0.45751633986928103,27.22875816993464,0.5359477124183006,0.3006535947712418,0.12418300653594772,0.3434343434343434,0.34615384615384615
BTCUSDT,15m,DAILY_ONLY,60,533,36.29801802729289,22.245929253228436,-32.15871502061688,-0.09456169668445492,0.4803001876172608,27.682926829268293,0.4803001876172608,0.23452157598499063,0.07317073170731707,0.2888198757763975,0.27007299270072993
BTCUSDT,15m,FULL_ALIGNMENT,60,148,43.91096364142843,28.30305335255634,-36.13239918024531,-1.546252079274926,0.44594594594594594,26.91891891891892,0.5337837837837838,0.3108108108108108,0.12837837837837837,0.3469387755102041,0.34615384615384615
BTCUSDT,15m,DAILY_4H,120,303,57.38491787945504,35.88717949715159,-47.43802689913725,5.617362634995784,0.45544554455445546,58.23762376237624,0.6072607260726073,0.3696369636963696,0.17491749174917492,0.3218884120171674,0.30201342281879195
BTCUSDT,15m,DAILY_4H_1H,120,153,66.93489647389022,44.27154455396432,-49.391360905456104,10.740532633707108,0.477124183006536,59.99346405228758,0.6470588235294118,0.45098039215686275,0.2222222222222222,0.3870967741935484,0.34146341463414637
BTCUSDT,15m,DAILY_4H_1H_15M,120,153,66.93489647389022,44.27154455396432,-49.391360905456104,10.740532633707108,0.477124183006536,59.99346405228758,0.6470588235294118,0.45098039215686275,0.2222222222222222,0.3870967741935484,0.34146341463414637
BTCUSDT,15m,DAILY_ONLY,120,533,55.04498933417614,35.19411876284906,-44.78934556142914,6.570350917223763,0.4803001876172608,56.98499061913696,0.6022514071294559,0.3677298311444653,0.16135084427767354,0.3235294117647059,0.3020408163265306
BTCUSDT,15m,FULL_ALIGNMENT,120,148,67.81590338621317,44.115705969175465,-50.75050851602755,10.519550748390118,0.46621621621621623,59.020270270270274,0.6486486486486487,0.44594594594594594,0.22972972972972974,0.375,0.34146341463414637
BTCUSDT,15m,DAILY_4H,240,303,76.90942524435665,55.08407924796677,-67.98195599880101,2.4031729691832853,0.46864686468646866,109.84818481848185,0.6963696369636964,0.5181518151815182,0.2706270627062706,0.32727272727272727,0.3235294117647059
BTCUSDT,15m,DAILY_4H_1H,240,153,90.81679256885728,66.26210462984173,-69.26383930079797,8.370309976329033,0.5032679738562091,117.45098039215686,0.7516339869281046,0.5947712418300654,0.33986928104575165,0.39436619718309857,0.3893805309734513
BTCUSDT,15m,DAILY_4H_1H_15M,240,153,90.81679256885728,66.26210462984173,-69.26383930079797,8.370309976329033,0.5032679738562091,117.45098039215686,0.7516339869281046,0.5947712418300654,0.33986928104575165,0.39436619718309857,0.3893805309734513
BTCUSDT,15m,DAILY_ONLY,240,533,74.8890565272426,51.46370454521376,-64.74660365062748,4.7537883593084524,0.49343339587242024,106.38273921200751,0.7035647279549718,0.5065666041275797,0.2626641651031895,0.32426778242677823,0.31976744186046513
BTCUSDT,15m,FULL_ALIGNMENT,240,148,90.68864032357551,66.06453515640598,-69.60843433884737,8.111232113513356,0.49324324324324326,114.31756756756756,0.7432432432432432,0.5878378378378378,0.3310810810810811,0.38405797101449274,0.3761467889908257
BTCUSDT,1h,DAILY_4H,15,52,21.904601872384603,14.395329018547232,-16.987620375499066,5.1655649298568145,0.5,7.076923076923077,0.3076923076923077,0.09615384615384616,0.019230769230769232,0.3333333333333333,0.2
BTCUSDT,1h,DAILY_4H_1H,15,52,21.904601872384603,14.395329018547232,-16.987620375499066,5.1655649298568145,0.5,7.076923076923077,0.3076923076923077,0.09615384615384616,0.019230769230769232,0.3333333333333333,0.2
BTCUSDT,1h,DAILY_4H_1H_15M,15,52,21.904601872384603,14.395329018547232,-16.987620375499066,5.1655649298568145,0.5,7.076923076923077,0.3076923076923077,0.09615384615384616,0.019230769230769232,0.3333333333333333,0.2
BTCUSDT,1h,DAILY_ONLY,15,116,18.941022863607422,11.829439749196924,-19.2570920778462,-0.1700698726864952,0.49137931034482757,6.913793103448276,0.21551724137931033,0.08620689655172414,0.017241379310344827,0.23809523809523808,0.15384615384615385
BTCUSDT,1h,FULL_ALIGNMENT,15,50,22.07767580260684,14.395329018547232,-16.43357316188969,5.698915626031733,0.5,7.08,0.3,0.1,0.02,0.35714285714285715,0.25
BTCUSDT,1h,DAILY_4H,30,52,34.469204442562415,18.246828313635,-22.158196892208977,7.832402229944832,0.5192307692307693,13.48076923076923,0.36538461538461536,0.17307692307692307,0.09615384615384616,0.3076923076923077,0.4
BTCUSDT,1h,DAILY_4H_1H,30,52,34.469204442562415,18.246828313635,-22.158196892208977,7.832402229944832,0.5192307692307693,13.48076923076923,0.36538461538461536,0.17307692307692307,0.09615384615384616,0.3076923076923077,0.4
BTCUSDT,1h,DAILY_4H_1H_15M,30,52,34.469204442562415,18.246828313635,-22.158196892208977,7.832402229944832,0.5192307692307693,13.48076923076923,0.36538461538461536,0.17307692307692307,0.09615384615384616,0.3076923076923077,0.4
BTCUSDT,1h,DAILY_ONLY,30,116,27.964599887547255,15.868270439826082,-25.703755172626263,1.0319939217540155,0.4482758620689655,13.181034482758621,0.33620689655172414,0.13793103448275862,0.0603448275862069,0.2413793103448276,0.24
