symbol,entry_timeframe,alignment,window_minutes,events,mean_mfe_bps,median_mfe_bps,q25_mfe_bps,q75_mfe_bps,q90_mfe_bps,mean_mae_bps,median_mae_bps,q10_mae_bps,mean_terminal_return_bps,median_terminal_return_bps,terminal_win_rate,mean_time_to_mfe_minutes,median_time_to_mfe_minutes,mean_mfe_mae_ratio,target_10bps_hit_rate,target_10bps_median_hit_minutes,target_25bps_hit_rate,target_25bps_median_hit_minutes,target_50bps_hit_rate,target_50bps_median_hit_minutes,target_75bps_hit_rate,target_75bps_median_hit_minutes,target_100bps_hit_rate,target_100bps_median_hit_minutes,target_150bps_hit_rate,target_150bps_median_hit_minutes,target_200bps_hit_rate,target_200bps_median_hit_minutes,t25_s25_target_first_rate,t25_s25_stop_first_rate,t25_s25_resolved_target_win_rate,t50_s25_target_first_rate,t50_s25_stop_first_rate,t50_s25_resolved_target_win_rate,t50_s50_target_first_rate,t50_s50_stop_first_rate,t50_s50_resolved_target_win_rate,t100_s50_target_first_rate,t100_s50_stop_first_rate,t100_s50_resolved_target_win_rate,t100_s100_target_first_rate,t100_s100_stop_first_rate,t100_s100_resolved_target_win_rate
ALL,15m,DAILY_4H,240,904,104.41215913374269,66.87893366669306,24.764071451487403,133.55201253942127,250.50303605872023,-92.91868309662357,-64.2973675409464,-200.26626621991218,3.7939499143207693,-3.4774753196320507,0.4756637168141593,106.74225663716814,99.5,6.066476584109433,0.8938053097345132,6.0,0.7466814159292036,18.0,0.5907079646017699,41.5,0.45353982300884954,66.0,0.3672566371681416,86.5,0.22234513274336284,99.0,0.14380530973451328,116.0,0.4889380530973451,0.48672566371681414,0.5011337868480725,0.3274336283185841,0.620575221238938,0.3453908984830805,0.45685840707964603,0.41814159292035397,0.5221238938053098,0.2665929203539823,0.5254424778761062,0.3365921787709497,0.32853982300884954,0.290929203539823,0.5303571428571429
ALL,15m,DAILY_4H_1H,240,446,120.82898572088331,78.4745568096179,31.031246683412284,165.2868988915568,280.16141536125974,-99.21716652896852,-72.1554206054198,-215.0819226537787,7.0034310803644635,-2.607728249284791,0.4798206278026906,110.45739910313901,107.5,8.578186780773699,0.9035874439461884,4.0,0.7914798206278026,11.0,0.6502242152466368,34.5,0.5089686098654709,56.0,0.4125560538116592,84.5,0.2802690582959641,102.0,0.18834080717488788,122.0,0.531390134529148,0.4484304932735426,0.5423340961098398,0.3744394618834081,0.5896860986547086,0.3883720930232558,0.5112107623318386,0.40582959641255606,0.5574572127139364,0.30269058295964124,0.5448430493273543,0.35714285714285715,0.3632286995515695,0.31614349775784756,0.5346534653465347
ALL,15m,DAILY_4H_1H_15M,240,446,120.82898572088331,78.4745568096179,31.031246683412284,165.2868988915568,280.16141536125974,-99.21716652896852,-72.1554206054198,-215.0819226537787,7.0034310803644635,-2.607728249284791,0.4798206278026906,110.45739910313901,107.5,8.578186780773699,0.9035874439461884,4.0,0.7914798206278026,11.0,0.6502242152466368,34.5,0.5089686098654709,56.0,0.4125560538116592,84.5,0.2802690582959641,102.0,0.18834080717488788,122.0,0.531390134529148,0.4484304932735426,0.5423340961098398,0.3744394618834081,0.5896860986547086,0.3883720930232558,0.5112107623318386,0.40582959641255606,0.5574572127139364,0.30269058295964124,0.5448430493273543,0.35714285714285715,0.3632286995515695,0.31614349775784756,0.5346534653465347
ALL,15m,DAILY_ONLY,240,1633,98.89161808803063,64.07634628493585,25.181073580178293,128.38578362298404,229.50048348514593,-90.84133804134451,-61.2370860841549,-199.55403660083658,3.7154492762441786,-2.3047229791106627,0.4856093080220453,106.22596448254745,97.0,25.406916589202655,0.8946723821187997,5.0,0.7513778322106552,20.0,0.5793018983466014,46.0,0.44335578689528476,72.0,0.3429271279853031,89.0,0.20575627679118189,103.5,0.131047152480098,122.5,0.4960195958358849,0.48132271892222905,0.5075187969924813,0.3214941824862217,0.6252296387017758,0.3395860284605433,0.4482547458665034,0.42498469075321493,0.5133239831697055,0.2467850581751378,0.5260257195345989,0.3193343898573692,0.30679730557256585,0.28169014084507044,0.5213319458896982
ALL,15m,FULL_ALIGNMENT,240,422,122.15845211943733,78.4745568096179,30.64996422125099,168.67286135177127,284.1837719663894,-98.88082263959384,-72.80120380209308,-212.09254695509307,8.738493977592668,-3.2892363350273124,0.47393364928909953,109.84834123222748,107.0,8.66795538784563,0.9052132701421801,4.0,0.7890995260663507,11.0,0.6516587677725119,33.0,0.509478672985782,53.0,0.4075829383886256,78.0,0.2843601895734597,102.0,0.1943127962085308,120.5,0.5213270142180095,0.45734597156398105,0.5326876513317191,0.36729857819905215,0.5995260663507109,0.3799019607843137,0.5071090047393365,0.41232227488151657,0.5515463917525774,0.2938388625592417,0.5521327014218009,0.3473389355742297,0.35545023696682465,0.3175355450236967,0.528169014084507
ALL,1h,DAILY_4H,15,168,29.580623160483235,18.591345040568363,6.807291567690887,37.21345850170865,70.72736627435638,-23.711288992025874,-17.444214031649416,-54.612017602296724,4.164861270028352,-0.6940158882506875,0.48214285714285715,7.428571428571429,7.0,19.87627929927443,0.6666666666666666,2.0,0.40476190476190477,6.0,0.17261904761904762,6.0,0.09523809523809523,10.5,0.047619047619047616,10.5,0.023809523809523808,10.5,0.005952380952380952,9.0,0.38095238095238093,0.26785714285714285,0.5871559633027523,0.15476190476190477,0.30952380952380953,0.3333333333333333,0.17261904761904762,0.11904761904761904,0.5918367346938775,0.047619047619047616,0.125,0.27586206896551724,0.047619047619047616,0.017857142857142856,0.7272727272727273
ALL,1h,DAILY_4H_1H,15,168,29.580623160483235,18.591345040568363,6.807291567690887,37.21345850170865,70.72736627435638,-23.711288992025874,-17.444214031649416,-54.612017602296724,4.164861270028352,-0.6940158882506875,0.48214285714285715,7.428571428571429,7.0,19.87627929927443,0.6666666666666666,2.0,0.40476190476190477,6.0,0.17261904761904762,6.0,0.09523809523809523,10.5,0.047619047619047616,10.5,0.023809523809523808,10.5,0.005952380952380952,9.0,0.38095238095238093,0.26785714285714285,0.5871559633027523,0.15476190476190477,0.30952380952380953,0.3333333333333333,0.17261904761904762,0.11904761904761904,0.5918367346938775,0.047619047619047616,0.125,0.27586206896551724,0.047619047619047616,0.017857142857142856,0.7272727272727273
ALL,1h,DAILY_4H_1H_15M,15,162,30.071018736648917,19.193376653312555,7.038379280174811,37.27237550512797,70.31467671009686,-23.797551148586503,-17.444214031649416,-54.54107287230037,4.4692361097570386,-0.6940158882506875,0.4876543209876543,7.580246913580247,7.0,20.513022083053162,0.6790123456790124,2.0,0.41358024691358025,6.0,0.1728395061728395,6.0,0.09876543209876543,10.5,0.04938271604938271,10.5,0.024691358024691357,10.5,0.006172839506172839,9.0,0.3888888888888889,0.2654320987654321,0.5943396226415094,0.15432098765432098,0.30864197530864196,0.3333333333333333,0.1728395061728395,0.11728395061728394,0.5957446808510638,0.04938271604938271,0.12345679012345678,0.2857142857142857,0.04938271604938271,0.018518518518518517,0.7272727272727273
ALL,1h,DAILY_ONLY,15,365,25.795681426653047,15.04131601995251,6.167509559640294,32.24400871459699,65.04985889754883,-24.9065686559428,-17.638758231420802,-56.55368434804054,0.8892701909877478,0.0,0.4931506849315068,7.054794520547945,6.0,14.085941724372967,0.6219178082191781,2.0,0.33424657534246577,6.0,0.16712328767123288,8.0,0.07671232876712329,10.0,0.03287671232876712,10.5,0.010958904109589041,10.5,0.0027397260273972603,9.0,0.3013698630136986,0.31232876712328766,0.49107142857142855,0.14794520547945206,0.34794520547945207,0.2983425414364641,0.16164383561643836,0.13150684931506848,0.5514018691588785,0.03287671232876712,0.136986301369863,0.1935483870967742,0.03287671232876712,0.019178082191780823,0.631578947368421
ALL,1h,FULL_ALIGNMENT,15,158,30.407011841949423,19.193376653312555,7.1446413535214415,37.34592779776447,72.14821045487058,-23.998673668636986,-17.63935093196278,-53.50654892310636,4.592129960512485,-0.6940158882506875,0.4873417721518987,7.531645569620253,7.0,20.853046385528902,0.6835443037974683,2.0,0.41139240506329117,6.0,0.17721518987341772,6.0,0.10126582278481013,10.5,0.05063291139240506,10.5,0.02531645569620253,10.5,0.006329113924050633,9.0,0.3860759493670886,0.26582278481012656,0.5922330097087378,0.15822784810126583,0.310126582278481,0.33783783783783783,0.17721518987341772,0.11392405063291139,0.6086956521739131,0.05063291139240506,0.12025316455696203,0.2962962962962963,0.05063291139240506,0.0189873417721519,0.7272727272727273
