side,horizon_minutes,feature_group,head,fold,symbol,calibration_method,train_rows,calibration_rows,test_rows,raw_test_roc_auc,raw_test_pr_auc,raw_test_brier,calibrated_test_roc_auc,calibrated_test_pr_auc,calibrated_test_brier,threshold,test_alerts,test_coverage,test_precision,test_recall,test_positive_rate,precision_lift_vs_base,calibration_candidates
SHORT,15,position_plus_topology,exit,3,BTCUSDT,isotonic,64292,3055,3035,0.5935558746812813,0.2929892013213137,0.22861640992659804,0.5959837050496761,0.2961470694452668,0.1849072960736633,0.4500000000000001,90,0.029654036243822075,0.25555555555555554,0.03087248322147651,0.24546952224052718,1.0410887397464579,"[{""method"": ""raw"", ""brier"": 0.24764497006176894, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.22172101356231916, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.21990779181794648, ""selected"": true}]"
SHORT,15,position_plus_topology,exit,3,ETHUSDT,isotonic,64292,3005,3070,0.5897899154492757,0.41051537223227064,0.23576084129152794,0.586061314659151,0.3691626497025972,0.21081597282648032,0.37500000000000006,390,0.1270358306188925,0.4358974358974359,0.17616580310880828,0.31433224755700323,1.3867410654975423,"[{""method"": ""raw"", ""brier"": 0.24764497006176894, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.22172101356231916, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.21990779181794648, ""selected"": true}]"
SHORT,15,position_plus_topology,exit,3,SOLUSDT,isotonic,64292,3010,3100,0.5609123831914413,0.3843501167835315,0.2531003275270907,0.5591951934836558,0.3629385429996609,0.21866242467286126,0.37500000000000006,675,0.21774193548387097,0.39555555555555555,0.2656716417910448,0.3241935483870968,1.2201216141514648,"[{""method"": ""raw"", ""brier"": 0.24764497006176894, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.22172101356231916, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.21990779181794648, ""selected"": true}]"
SHORT,15,position_plus_topology,hold,3,ALL,isotonic,64292,9070,9205,0.5891584669432838,0.34936794563188234,0.2401323107747555,0.5862351053217482,0.3439495771887353,0.2009920434598792,0.4000000000000001,868,0.09429657794676806,0.39285714285714285,0.12965779467680608,0.2857142857142857,1.375,"[{""method"": ""raw"", ""brier"": 0.2482517567971486, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.21680904903187434, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.21458448816305958, ""selected"": true}]"
SHORT,15,position_plus_topology,hold,3,BTCUSDT,isotonic,64292,3055,3035,0.6175393081761006,0.34206603360858245,0.22446882662921178,0.6066326931716083,0.32707013259247575,0.1889010204974625,0.4250000000000001,140,0.04612850082372323,0.39285714285714285,0.06918238993710692,0.26194398682042835,1.4997753818508535,"[{""method"": ""raw"", ""brier"": 0.2482517567971486, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.21680904903187434, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.21458448816305958, ""selected"": true}]"
SHORT,15,position_plus_topology,hold,3,ETHUSDT,isotonic,64292,3005,3070,0.595146290491118,0.3513197877607357,0.23988789655139336,0.594244514106583,0.3460049090035513,0.20140980818538642,0.4000000000000001,331,0.10781758957654723,0.35347432024169184,0.13448275862068965,0.28338762214983715,1.2473174288988436,"[{""method"": ""raw"", ""brier"": 0.2482517567971486, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.21680904903187434, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.21458448816305958, ""selected"": true}]"
SHORT,15,position_plus_topology,hold,3,SOLUSDT,isotonic,64292,3010,3100,0.568917498877577,0.3765513897372288,0.25570941595135127,0.5648228998556017,0.3642316634649934,0.21241582313201704,0.4000000000000001,361,0.11645161290322581,0.42382271468144045,0.15854922279792746,0.31129032258064515,1.361503021256441,"[{""method"": ""raw"", ""brier"": 0.2482517567971486, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.21680904903187434, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.21458448816305958, ""selected"": true}]"
SHORT,15,position_plus_topology_compact_matrix,exit,3,ALL,isotonic,64292,9070,9205,0.6019991657373435,0.3867913768092768,0.23273589809076178,0.5965176344397245,0.3629258701824994,0.2038993895113874,0.35000000000000003,1549,0.16827810972297663,0.3976759199483538,0.22688766114180478,0.2949483976099946,1.3482898133055603,"[{""method"": ""raw"", ""brier"": 0.2448467903657201, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.2208677365667629, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.21862162661905082, ""selected"": true}]"
SHORT,15,position_plus_topology_compact_matrix,exit,3,BTCUSDT,isotonic,64292,3055,3035,0.6001992907593564,0.3024300916662285,0.21809777522300144,0.5956548752967381,0.29252981210239615,0.18560198483070395,0.37500000000000006,212,0.06985172981878089,0.28773584905660377,0.08187919463087248,0.24546952224052718,1.1721856401164998,"[{""method"": ""raw"", ""brier"": 0.2448467903657201, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.2208677365667629, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.21862162661905082, ""selected"": true}]"
SHORT,15,position_plus_topology_compact_matrix,exit,3,ETHUSDT,isotonic,64292,3005,3070,0.5963870872460094,0.4038087786607867,0.23161434170096334,0.5908877210687606,0.37575812249135165,0.21097963732615013,0.35000000000000003,469,0.1527687296416938,0.39445628997867804,0.19170984455958548,0.31433224755700323,1.2549023940254318,"[{""method"": ""raw"", ""brier"": 0.2448467903657201, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.2208677365667629, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.21862162661905082, ""selected"": true}]"
SHORT,15,position_plus_topology_compact_matrix,exit,3,SOLUSDT,isotonic,64292,3010,3100,0.5953293199871763,0.4270028077041876,0.2481777951940953,0.5894755340243887,0.40059405959847716,0.21480140964511402,0.35000000000000003,802,0.25870967741935486,0.42643391521197005,0.3402985074626866,0.3241935483870968,1.3153682956787134,"[{""method"": ""raw"", ""brier"": 0.2448467903657201, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.2208677365667629, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.21862162661905082, ""selected"": true}]"
SHORT,15,position_plus_topology_compact_matrix,hold,3,ALL,isotonic,64292,9070,9205,0.5822942647717908,0.34017449093788843,0.23606527086088983,0.5802624007864794,0.3316218487160449,0.2020753996845328,0.4000000000000001,750,0.08147745790331341,0.344,0.09809885931558936,0.2857142857142857,1.204,"[{""method"": ""raw"", ""brier"": 0.24600050050850936, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.21658326685737397, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.2142650686619596, ""selected"": true}]"
SHORT,15,position_plus_topology_compact_matrix,hold,3,BTCUSDT,isotonic,64292,3055,3035,0.611891846361186,0.3333340492360781,0.211634466986207,0.6087112533692722,0.31920166920463067,0.1889258686774265,0.35000000000000003,256,0.0843492586490939,0.359375,0.11572327044025157,0.26194398682042835,1.3719536163522013,"[{""method"": ""raw"", ""brier"": 0.24600050050850936, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.21658326685737397, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.2142650686619596, ""selected"": true}]"
SHORT,15,position_plus_topology_compact_matrix,hold,3,ETHUSDT,isotonic,64292,3005,3070,0.5927711598746082,0.34952137630061475,0.23604252115083973,0.5895773249738766,0.3405617761283727,0.20218648236759343,0.4000000000000001,288,0.09381107491856677,0.3506944444444444,0.11609195402298851,0.28338762214983715,1.237507982120051,"[{""method"": ""raw"", ""brier"": 0.24600050050850936, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.21658326685737397, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.2142650686619596, ""selected"": true}]"
SHORT,15,position_plus_topology_compact_matrix,hold,3,SOLUSDT,isotonic,64292,3010,3100,0.5402050697115677,0.3480610767755252,0.26000634549621765,0.539745179648348,0.335246511737662,0.21483920702955586,0.4000000000000001,283,0.09129032258064516,0.36395759717314485,0.10673575129533679,0.31129032258064515,1.1691902085354913,"[{""method"": ""raw"", ""brier"": 0.24600050050850936, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.21658326685737397, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.2142650686619596, ""selected"": true}]"
SHORT,30,position_plus_topology,exit,1,ALL,isotonic,91292,18075,18320,0.563208046066052,0.41289167552397543,0.24932495022105275,0.5590257314018643,0.40110522702131424,0.22924066867537346,0.4500000000000001,827,0.045141921397379915,0.4619105199516324,0.05770392749244713,0.361353711790393,1.278278055213581,"[{""method"": ""raw"", ""brier"": 0.2520802766173032, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.234417202753827, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23323552528731417, ""selected"": true}]"
SHORT,30,position_plus_topology,exit,1,BTCUSDT,isotonic,91292,6025,6110,0.5553638437402231,0.3824534409172995,0.2445162730239812,0.552908107320007,0.36942742874067563,0.22099739256601206,0.4000000000000001,1059,0.17332242225859248,0.40793201133144474,0.21546134663341646,0.3281505728314239,1.2431244834090411,"[{""method"": ""raw"", ""brier"": 0.2520802766173032, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.234417202753827, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23323552528731417, ""selected"": true}]"
SHORT,30,position_plus_topology,exit,1,ETHUSDT,isotonic,91292,6025,6105,0.5678367592003956,0.4198636310459545,0.2474092156459553,0.5618701584610675,0.39896592016780996,0.22566244231626534,0.4250000000000001,1429,0.23407043407043407,0.4289713086074178,0.2857808857808858,0.35135135135135137,1.2209183398826506,"[{""method"": ""raw"", ""brier"": 0.2520802766173032, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.234417202753827, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23323552528731417, ""selected"": true}]"
SHORT,30,position_plus_topology,exit,1,SOLUSDT,isotonic,91292,6025,6105,0.5346470715992182,0.42603694570172473,0.2560533003037845,0.5301893422584076,0.4212261805894349,0.24106892239372776,0.4500000000000001,382,0.06257166257166258,0.4031413612565445,0.062348178137651825,0.4045864045864046,0.9964283443203255,"[{""method"": ""raw"", ""brier"": 0.2520802766173032, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.234417202753827, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23323552528731417, ""selected"": true}]"
SHORT,30,position_plus_topology,hold,1,ALL,isotonic,91292,18075,18320,0.5482741639658885,0.40664551196662474,0.2498015660331323,0.54890134966694,0.40898235303105057,0.23881261653587857,0.325,16515,0.9014737991266376,0.3884347562821677,0.9223580158159598,0.3796397379912664,1.0231667483953002,"[{""method"": ""raw"", ""brier"": 0.24880925438822116, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.239870735112908, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23821074111036025, ""selected"": true}]"
SHORT,30,position_plus_topology,hold,1,BTCUSDT,isotonic,91292,6025,6110,0.5673918347310528,0.3889568307939022,0.24868631409332667,0.5692098989703025,0.3913114298298963,0.23158338629423858,0.4000000000000001,2885,0.47217675941080195,0.41421143847487,0.5571095571095571,0.35106382978723405,1.1798750065647812,"[{""method"": ""raw"", ""brier"": 0.24880925438822116, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.239870735112908, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23821074111036025, ""selected"": true}]"
SHORT,30,position_plus_topology,hold,1,ETHUSDT,isotonic,91292,6025,6105,0.538689765033851,0.4086591897571648,0.24983142119718418,0.5408289241622575,0.4117586313155359,0.24000462719489715,0.325,5175,0.8476658476658476,0.3893719806763285,0.8666666666666667,0.3808353808353808,1.022415458937198,"[{""method"": ""raw"", ""brier"": 0.24880925438822116, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.239870735112908, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23821074111036025, ""selected"": true}]"
SHORT,30,position_plus_topology,hold,1,SOLUSDT,isotonic,91292,6025,6105,0.5251356203519459,0.4186698093244561,0.2508878762011381,0.5221883788921373,0.4178364656497303,0.24485575686398867,0.3,6085,0.9967239967239967,0.4075595727198028,0.9979879275653923,0.407043407043407,1.0012680850923124,"[{""method"": ""raw"", ""brier"": 0.24880925438822116, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.239870735112908, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23821074111036025, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,exit,1,ALL,isotonic,91292,18075,18320,0.5608663077439513,0.4054494499618631,0.25107551559035557,0.5555472022103441,0.3977610624500613,0.22985400003789325,0.4000000000000001,4485,0.24481441048034935,0.4238573021181717,0.28716012084592146,0.361353711790393,1.1729706608466626,"[{""method"": ""raw"", ""brier"": 0.2545903899140797, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.234123111525728, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23297568877856356, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,exit,1,BTCUSDT,isotonic,91292,6025,6110,0.5484650128636994,0.3675244683074367,0.2455060804601223,0.5387364718532536,0.35525205062328835,0.22263844345350814,0.4500000000000001,301,0.049263502454991816,0.40863787375415284,0.06134663341645885,0.3281505728314239,1.2452755155301116,"[{""method"": ""raw"", ""brier"": 0.2545903899140797, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.234123111525728, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23297568877856356, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,exit,1,ETHUSDT,isotonic,91292,6025,6105,0.5668343104706741,0.41717497708509577,0.2482661424350846,0.5618808127899036,0.4020743945726077,0.2251715104351978,0.37500000000000006,1545,0.25307125307125306,0.4355987055016181,0.31375291375291375,0.35135135135135137,1.239780931043067,"[{""method"": ""raw"", ""brier"": 0.2545903899140797, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.234123111525728, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23297568877856356, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,exit,1,SOLUSDT,isotonic,91292,6025,6105,0.5369941359588793,0.4235501606958079,0.25945888524779276,0.5377861434880186,0.4224851438358761,0.24175795577172585,0.37500000000000006,2172,0.35577395577395576,0.4360036832412523,0.3834008097165992,0.4045864045864046,1.0776528284161317,"[{""method"": ""raw"", ""brier"": 0.2545903899140797, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.234123111525728, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23297568877856356, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,hold,1,ALL,isotonic,91292,18075,18320,0.5506077944981613,0.4118818569624782,0.2500514141406888,0.5485142404047388,0.40853456848424924,0.23855354855408417,0.3,16920,0.9235807860262009,0.3871158392434988,0.9417685118619699,0.3796397379912664,1.0196926204084684,"[{""method"": ""raw"", ""brier"": 0.24827910386179416, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.23988752321110784, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23833271249644297, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,hold,1,BTCUSDT,isotonic,91292,6025,6110,0.5704463002319244,0.3995994649193041,0.24770963231410265,0.5679759668662568,0.39602020432170304,0.23068275592322823,0.4000000000000001,3036,0.4968903436988543,0.40250329380764166,0.5696969696969697,0.35106382978723405,1.1465245338763126,"[{""method"": ""raw"", ""brier"": 0.24827910386179416, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.23988752321110784, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23833271249644297, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,hold,1,ETHUSDT,isotonic,91292,6025,6105,0.5354653240029584,0.40659148289070335,0.25008037227473773,0.5336254764749389,0.4032682089388243,0.24014482321151304,0.3,5428,0.8891072891072891,0.3907516580692704,0.912258064516129,0.3808353808353808,1.0260382247367295,"[{""method"": ""raw"", ""brier"": 0.24827910386179416, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.23988752321110784, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23833271249644297, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,hold,1,SOLUSDT,isotonic,91292,6025,6105,0.5316690752248296,0.4263479954427913,0.25236615575446003,0.5265336772013296,0.4198911928497096,0.24483951271312213,0.3,6105,1.0,0.407043407043407,1.0,0.407043407043407,1.0,"[{""method"": ""raw"", ""brier"": 0.24827910386179416, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.23988752321110784, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23833271249644297, ""selected"": true}]"
SHORT,30,position_plus_topology,exit,2,ALL,isotonic,109612,18080,18320,0.5710775485112249,0.42104225628115205,0.24852188015911084,0.568276468969278,0.40864831438565835,0.22910843834532219,0.37500000000000006,3894,0.21255458515283843,0.44119157678479715,0.257185628742515,0.3646288209606987,1.2099745039966292,"[{""method"": ""raw"", ""brier"": 0.2487776520821115, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.22911935237099587, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.22800437933617781, ""selected"": true}]"
SHORT,30,position_plus_topology,exit,2,BTCUSDT,isotonic,109612,6030,6105,0.5737398247685329,0.37620642127983506,0.24554523860771457,0.5752472503572983,0.36501722122085656,0.2144142263539131,0.4000000000000001,629,0.10303030303030303,0.40222575516693165,0.13142857142857142,0.3153153153153153,1.2756302521008405,"[{""method"": ""raw"", ""brier"": 0.2487776520821115, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.22911935237099587, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.22800437933617781, ""selected"": true}]"
SHORT,30,position_plus_topology,exit,2,ETHUSDT,isotonic,109612,6025,6110,0.5685944718997816,0.43416857394096314,0.24758690598436334,0.5663698425468336,0.4165246270784299,0.23020958494088117,0.37500000000000006,1154,0.18887070376432077,0.48180242634315423,0.24601769911504426,0.3698854337152209,1.3025720464410055,"[{""method"": ""raw"", ""brier"": 0.2487776520821115, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.22911935237099587, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.22800437933617781, ""selected"": true}]"
SHORT,30,position_plus_topology,exit,2,SOLUSDT,isotonic,109612,6025,6105,0.5369758908398514,0.4387086125323595,0.2524342616298694,0.5271781790728269,0.42701845376215986,0.2427006019012087,0.37500000000000006,1900,0.31122031122031124,0.4342105263157895,0.3306613226452906,0.4086814086814087,1.0624670393418416,"[{""method"": ""raw"", ""brier"": 0.2487776520821115, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.22911935237099587, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.22800437933617781, ""selected"": true}]"
SHORT,30,position_plus_topology,hold,2,ALL,isotonic,109612,18080,18320,0.5386636860671907,0.42317153595893986,0.25477494582699783,0.5381275666084726,0.4181382273059985,0.23739891541072886,0.4500000000000001,843,0.04601528384279476,0.45907473309608543,0.054239663629992996,0.3894650655021834,1.17873148007292,"[{""method"": ""raw"", ""brier"": 0.2527094404965201, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.2321519377167363, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.2309525220706483, ""selected"": true}]"
SHORT,30,position_plus_topology,hold,2,BTCUSDT,isotonic,109612,6030,6105,0.5128737132170884,0.3632449064234442,0.24946182102491296,0.5137338405700004,0.36518252210171104,0.23234930659862454,0.4250000000000001,1054,0.17264537264537264,0.3633776091081594,0.1744874715261959,0.3595413595413595,1.0106698421892089,"[{""method"": ""raw"", ""brier"": 0.2527094404965201, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.2321519377167363, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.2309525220706483, ""selected"": true}]"
SHORT,30,position_plus_topology,hold,2,ETHUSDT,isotonic,109612,6025,6110,0.5522398286937902,0.42283403580173023,0.25466557017566666,0.5531206943006651,0.42087749563110116,0.2346157675443131,0.4000000000000001,2172,0.35548281505728313,0.4429097605893186,0.4119914346895075,0.3821603927986907,1.1589630137904652,"[{""method"": ""raw"", ""brier"": 0.2527094404965201, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.2321519377167363, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.2309525220706483, ""selected"": true}]"
SHORT,30,position_plus_topology,hold,2,SOLUSDT,isotonic,109612,6025,6105,0.5287270633397313,0.4624667390213907,0.26019753585916194,0.5256726076227036,0.45375777162165193,0.24523395148963087,0.4500000000000001,433,0.07092547092547093,0.5057736720554272,0.08406909788867563,0.4266994266994267,1.1853160337421818,"[{""method"": ""raw"", ""brier"": 0.2527094404965201, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.2321519377167363, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.2309525220706483, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,exit,2,ALL,isotonic,109612,18080,18320,0.5583595823816285,0.41616322205523215,0.24884914402448,0.5571351690948001,0.4064813805310928,0.22915244067208204,0.37500000000000006,2450,0.13373362445414846,0.46244897959183673,0.16961077844311379,0.3646288209606987,1.2682732494195281,"[{""method"": ""raw"", ""brier"": 0.24911688696976075, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.22898315178038237, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.22778492843251474, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,exit,2,BTCUSDT,isotonic,109612,6030,6105,0.5576321381967315,0.368533270016522,0.24307541538257482,0.5594396942770148,0.3588494744483916,0.21445222359514268,0.37500000000000006,526,0.08615888615888616,0.41825095057034223,0.11428571428571428,0.3153153153153153,1.3264530146659426,"[{""method"": ""raw"", ""brier"": 0.24911688696976075, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.22898315178038237, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.22778492843251474, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,exit,2,ETHUSDT,isotonic,109612,6025,6110,0.5542243420296518,0.4151959945540787,0.24815305147327776,0.5504835651074589,0.4059297104080677,0.2312314994133586,0.37500000000000006,717,0.11734860883797053,0.47280334728033474,0.15,0.3698854337152209,1.278242677824268,"[{""method"": ""raw"", ""brier"": 0.24911688696976075, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.22898315178038237, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.22778492843251474, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,exit,2,SOLUSDT,isotonic,109612,6025,6105,0.5269289826189776,0.44529440872601456,0.2553195353179568,0.5267648316022627,0.4351316994671368,0.24177189625693307,0.37500000000000006,1207,0.1977067977067977,0.4755592377796189,0.23006012024048098,0.4086814086814087,1.1636429445469232,"[{""method"": ""raw"", ""brier"": 0.24911688696976075, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.22898315178038237, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.22778492843251474, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,hold,2,ALL,isotonic,109612,18080,18320,0.5475762381981825,0.42284984241369605,0.25181569497796435,0.5458525674621162,0.41740923996146123,0.23668591477977122,0.4000000000000001,3949,0.21555676855895198,0.43530007596859965,0.2409250175192712,0.3894650655021834,1.1176870906439729,"[{""method"": ""raw"", ""brier"": 0.25199304778213577, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.23249360336135874, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23164855172266535, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,hold,2,BTCUSDT,isotonic,109612,6030,6105,0.5314744624204044,0.37379116554811537,0.2466351449383624,0.529673111990166,0.37277900013366694,0.23084477580782095,0.4000000000000001,858,0.14054054054054055,0.36363636363636365,0.14214123006833712,0.3595413595413595,1.0113895216400912,"[{""method"": ""raw"", ""brier"": 0.25199304778213577, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.23249360336135874, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23164855172266535, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,hold,2,ETHUSDT,isotonic,109612,6025,6110,0.5649475729256774,0.43417752919404434,0.2512868675284226,0.5612234780265751,0.4227872029494878,0.23359452951557624,0.4000000000000001,1344,0.2199672667757774,0.45907738095238093,0.26423982869379015,0.3821603927986907,1.2012688640766798,"[{""method"": ""raw"", ""brier"": 0.25199304778213577, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.23249360336135874, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23164855172266535, ""selected"": true}]"
SHORT,30,position_plus_topology_compact_matrix,hold,2,SOLUSDT,isotonic,109612,6025,6105,0.5285237181244858,0.44908649948357005,0.2575255055772222,0.5284405264601042,0.44388402248298015,0.24562097086297968,0.47500000000000014,109,0.017854217854217855,0.5229357798165137,0.021880998080614205,0.4266994266994267,1.2255366356160524,"[{""method"": ""raw"", ""brier"": 0.25199304778213577, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.23249360336135874, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.23164855172266535, ""selected"": true}]"
SHORT,30,position_plus_topology,exit,3,ALL,isotonic,127937,18075,18320,0.577814992636309,0.40221228275087734,0.24485915145060608,0.5745454331677847,0.39246291950668266,0.2202439552237074,0.4250000000000001,2412,0.1316593886462882,0.46434494195688225,0.18421052631578946,0.3318777292576419,1.3991446277385005,"[{""method"": ""raw"", ""brier"": 0.24812820796185436, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.2285383916030179, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.22672609700988797, ""selected"": true}]"
SHORT,30,position_plus_topology,exit,3,BTCUSDT,isotonic,127937,6025,6105,0.5945376854445482,0.36745719784945274,0.2389436793974612,0.5867926522460835,0.3508295120239713,0.20432367822362726,0.4500000000000001,170,0.027846027846027847,0.4588235294117647,0.043697478991596636,0.29238329238329236,1.5692535837864559,"[{""method"": ""raw"", ""brier"": 0.24812820796185436, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.2285383916030179, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.22672609700988797, ""selected"": true}]"
SHORT,30,position_plus_topology,exit,3,ETHUSDT,isotonic,127937,6025,6105,0.569719807793716,0.42028110874018865,0.24419023389268793,0.5679744277952564,0.4088254910830308,0.22538690106716477,0.4000000000000001,1084,0.17755937755937756,0.45018450184501846,0.23073286052009456,0.3464373464373464,1.299468739368245,"[{""method"": ""raw"", ""brier"": 0.24812820796185436, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.2285383916030179, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.22672609700988797, ""selected"": true}]"
SHORT,30,position_plus_topology,exit,3,SOLUSDT,isotonic,127937,6025,6110,0.5576820855802227,0.41538566117297027,0.25143815285413146,0.5568407568223731,0.4054901993553133,0.23101246696039834,0.4000000000000001,1561,0.25548281505728315,0.4381806534272902,0.3137614678899083,0.3567921440261866,1.2281118313948363,"[{""method"": ""raw"", ""brier"": 0.24812820796185436, ""selected"": false}, {""method"": ""platt"", ""brier"": 0.2285383916030179, ""selected"": false}, {""method"": ""isotonic"", ""brier"": 0.22672609700988797, ""selected"": true}]"
