side,horizon_minutes,feature_group,head,fold,symbol,calibration_method,threshold,threshold_source,fallback,calibration_precision,calibration_coverage,calibration_alerts
SHORT,15,position_plus_topology,exit,3,BTCUSDT,isotonic,0.4500000000000001,symbol_specific,True,0.37142857142857144,0.06873977086743044,210
SHORT,15,position_plus_topology,exit,3,ETHUSDT,isotonic,0.37500000000000006,symbol_specific,False,0.5102040816326531,0.16306156405990016,490
SHORT,15,position_plus_topology,exit,3,SOLUSDT,isotonic,0.37500000000000006,symbol_specific,False,0.4734561213434453,0.3066445182724252,923
SHORT,15,position_plus_topology,hold,3,ALL,isotonic,0.4000000000000001,global,False,0.4662480376766091,0.14046306504961412,1274
SHORT,15,position_plus_topology,hold,3,BTCUSDT,isotonic,0.4250000000000001,symbol_specific,True,0.391705069124424,0.07103109656301146,217
SHORT,15,position_plus_topology,hold,3,ETHUSDT,isotonic,0.4000000000000001,symbol_specific,False,0.4920273348519362,0.146089850249584,439
SHORT,15,position_plus_topology,hold,3,SOLUSDT,isotonic,0.4000000000000001,symbol_specific,False,0.5196850393700787,0.16877076411960132,508
SHORT,15,position_plus_topology_compact_matrix,exit,3,ALL,isotonic,0.35000000000000003,global,False,0.4599447513812155,0.239470782800441,2172
SHORT,15,position_plus_topology_compact_matrix,exit,3,BTCUSDT,isotonic,0.37500000000000006,symbol_specific,True,0.4108527131782946,0.12667757774140753,387
SHORT,15,position_plus_topology_compact_matrix,exit,3,ETHUSDT,isotonic,0.35000000000000003,symbol_specific,False,0.49310344827586206,0.1930116472545757,580
SHORT,15,position_plus_topology_compact_matrix,exit,3,SOLUSDT,isotonic,0.35000000000000003,symbol_specific,False,0.47349505840071876,0.3697674418604651,1113
SHORT,15,position_plus_topology_compact_matrix,hold,3,ALL,isotonic,0.4000000000000001,global,False,0.46387832699619774,0.11598676957001103,1052
SHORT,15,position_plus_topology_compact_matrix,hold,3,BTCUSDT,isotonic,0.35000000000000003,symbol_specific,True,0.3605577689243028,0.16432078559738134,502
SHORT,15,position_plus_topology_compact_matrix,hold,3,ETHUSDT,isotonic,0.4000000000000001,symbol_specific,False,0.46766169154228854,0.13377703826955076,402
SHORT,15,position_plus_topology_compact_matrix,hold,3,SOLUSDT,isotonic,0.4000000000000001,symbol_specific,False,0.5280612244897959,0.13023255813953488,392
SHORT,30,position_plus_topology,exit,1,ALL,isotonic,0.4500000000000001,global,False,0.49159021406727826,0.07236514522821577,1308
